EVTOPTB6151;Цены ползут вверх;Les prix montent.;Die Preise sind auf dem Weg nach oben.;;Los precios van a subir;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6152;Новые способы шпионажа;Nouvelles techniques d’espionnage;Neue Spionagetechniken;;Nuevas tйcnicas de espionaje;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6152;"Наша система шпионажа работает отлично, а наши агенты нашли несколько новых способов наблюдать за людьми. Рано или поздно наши ""друзья"" и враги узнают про наши секреты, но пока что мы впереди всех.";Notre systиme d’espionnage est performant et nos agents ont trouvй de nouvelles mйthodes. Tфt ou tard, nos « amis » et nos ennemis s’en rendront compte, mais pour le moment, on a l’avantage.;Unser Spionagesystem lдuft gut, und unsere Agenten haben neue Mцglichkeiten entwickelt, Leute auszuspionieren. Unsere 'Freunde' und Feinde werden dies schlieЯlich herausfinden, doch momentan haben wir dadurch einen Vorteil.;;El sistema de espionaje estб funcionando y nuestros espнas han descubierto nuevos mйtodos para obtener informaciуn. Tarde o temprano, tanto nuestros 'amigos' como nuestros enemigos lo descubrirбn pero, por ahora, tenemos ventaja. ;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6152;Я люблю ходить по краю;J’aime avoir l’avantage.;Hmmh, Vorteil, was fьr ein Wort!;;Nos gustan las ventajas;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6153;Отступничество шпионов;Dйfections d’espions;Spione desertieren;;Deserciуn de espнas;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6153;Некоторые из наших шпионов перешли на службу к другим странами. Это ненадолго осложнит нам жизнь.;Certains de nos espions passent а d’autres pays. Cela pourrait nous porter prйjudice а court terme.;Einige Spione unseres Spionagesystem desertieren zu anderen Lдndern. Das kцnnte uns kurzfristig Probleme bereiten.;;Algunos espнas de nuestra red se estбn pasando a otros paнses. Esto podrнa daсarnos a corto plazo.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6153;Пусть предатели идут своей дорогой;Que les infidиles s’en aillent !;Lasst die unloyalen Elemente davonziehen.;;Que se vayan los elementos desleales;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTB6153;Небольшая сумма денег - и они передумают;Un peu d’argent devrait pouvoir agir sur les esprits.;Eine kleinere Barsumme kцnnte ein paar Ansichten дndern...;;Una pequeсa suma de dinero puede hacerles cambiar de idea;;;;;;;;;x ;;;;;;;;;;;;;
EVTNAME6154;Динамизм кабинета министров;Dynamisme du cabinet;Kabinettdynamik;;Dinamismo en el consejo de ministros;;;;;;;;;x ;;;;;;;;;;;;;
EVTDESC6154;Правильно собранный кабинет министров может создать условия для небольшого роста налоговых доходов. Вы будете рады узнать, что именно это сейчас и произошло.;La combinaison des bonnes personnes de notre cabinet peut crйer des conditions favorables а une hausse des revenus fiscaux. Vous serez ravi d’apprendre que cela vient de se produire.;Eine Kombination der richtigen Kabinettsmitglieder kann Bedingungen schaffen, die fьr einen netten Anstieg unserer Steuereinnahmen sorgen. Es wird Sie freuen zu erfahren, dass dies gerade geschehen ist.;;Una combinaciуn del personal adecuado en los puestos del consejo puede propiciar la obtenciуn de un pequeсo y agradable aumento de los ingresos por impuestos. Os gustarб saber que eso es lo que acaba de ocurrir.;;;;;;;;;x ;;;;;;;;;;;;;
EVTOPTA6154;Это действительно хорошие новости;C’est une bonne nouvelle, en effet.;Das sind wahrlich gute Nachrichten!;;Son buenas noticias;;;;;;;;;x ;;;;;;;;;;;;;
EVTNAME6155;Коррупция в правительстве;Corruption du gouvernement;Regierungskorruption;;Corrupciуn gubernamental;;;;;;;;;x ;;;;;;;;;;;;;
EVTDESC6155;Когда плохие люди оказываются не на своих местах в кабинете министров, пользы стране это не приносит. А отправить их в отставку не так-то просто.;Lorsque le cabinet n’est pas composй des bonnes personnes, cela peut кtre fвcheux pour le pays, d’autant plus qu’il est difficile de les en retirer.;"Wenn die falschen Mдnner in Ihr Kabinett aufgenommen werden, kann dies fьr das Land schlechte Neuigkeiten bedeuten; auЯerdem ist es schwierig, sie wieder zu entfernen.";Cuando los hombres equivocados entran en el gabinete, son malas noticias para el paнs, y tambiйn es difнcil sacarlos de allн.;;;;;;;;;;x ;;;;;;;;;;;;;
EVTOPTA6155;Похоже, наши доходы от налогов уменьшатся;Visiblement, nos impфts baissent.;Es sieht so aus, als wьrden unsere Steuern sinken.;;Parece que los impuestos han bajado;;;;;;;;;x ;;;;;;;;;;;;;
EVTOPTB6155;Это приведет к росту инфляции;L’inflation augmente.;Die Inflation steigt.;;La inflaciуn estб en alza;;;;;;;;;x ;;;;;;;;;;;;;
EVTNAME6156;Процветающее меньшинство;La minoritй prospиre.;Minderheit im Wohlstand.;;Prosperidad de una minorнa;;;;;;;;;x ;;;;;;;;;;;;;
EVTDESC6156;С биллем о правах, гарантирующим правовой статус подданных, меньшинства в нашем государстве начинают процветать.;Maintenant que leur statut est garanti par notre Dйclaration des Droits, une minoritй prospиre sous notre rиgne.;Da unsere Bill of Rights ihren rechtlichen Status garantiert, lebt eine Minderheit unter unserer Herrschaft im Wohlstand.;;Hay una minorнa que estб prosperando bajo nuestro mandato, con su estatus legal garantizado por nuestra carta de derechos.;;;;;;;;;x ;;;;;;;;;;;;;
EVTOPTA6156;Рад слышать;C’est parfait.;Das ist gut.;;Nos alegramos;;;;;;;;;x ;;;;;;;;;;;;;
EVTNAME6157;Обратная реакция;Contrecoup;Rьckschlag;;Movimiento reaccionario;;;;;;;;;x ;;;;;;;;;;;;;
EVTDESC6157;С тех пор как мы ввели билль о правах, многие люди из прежде правящего класса чувствуют себя обманутыми. Хотя они не обсуждают это открыто, судя по всему, они готовят восстание.;Depuis l’introduction de la Dйclaration des Droits, bon nombre de nos classes dirigeantes d’origine se sont marginalisйes et plutфt que d’en discuter, elles semblent prendre la voie de la rйvolte.;Seit wir die Bill of Rights verabschiedet haben, fьhlen sich viele unserer ursprьnglichen Herrschaftsschichten an den Rand gedrдngt. Anstatt zu diskutieren, scheinen sie jedoch eher auf das Mittel der Revolte zurьckzugreifen.;;Desde que implantamos la carta de derechos, muchos miembros de las antiguas clases dirigentes se sienten marginados. En lugar de buscar el diбlogo, estбn promoviendo una revuelta.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6157;Давайте поговорим об этом открыто;Pourquoi ne pas en dйbattre pas en gentlemen ?.;Warum kцnnen sie dieses Problem nicht wie Ehrenmдnner diskutieren?;;їNo pueden discutirlo como caballeros?;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6158;Мобилизация населения церковью;L’Eglise mobilise la population.;Kirche mobilisiert Bevцlkerung.;;El clero moviliza a la poblaciуn;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6158;В то время как наше население покорно ходит в церковь, официальные церковные круги благодарят нас за поддержку.;Alors que notre population frйquente ardemment l’Eglise, celle-ci nous remercie de la politique d’appui que nous avons mise en place par le biais de commentaires d’encouragement.;Unser Bevцlkerung erfьllt ihre Gottesdienstpflicht und der Klerus drьckt seinen Dank fьr unsere Unterstьtzung durch wohlwollende Kommentare ьber uns aus.;;Mientras la poblaciуn acudнa a la iglesia, como es su obligaciуn, el poder eclesiбstico ha mostrado su gratitud a nuestra polнtica de apoyo y ha realizado comentarios en nuestro favor.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6158;Это хорошо для людей;Les gens se sentent bien.;Das Volk ist glьcklich.;;La gente se siente bien;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6159;Либеральная реакция;Contrecoup libйral;Liberaler Rьckschlag;;Reacciуn liberal;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6159;Либеральные мыслители в нашей стране считают, что устаревшая система обязательного посещения церкви удерживает нацию в прошлом, отнюдь не способствуя прогрессу.;Les penseurs libйraux de notre pays estiment que le soutien que nous apportons а l’Eglise est contraire а la religion organisйe.;Liberale Denker in unserem Land sind der Ansicht, dass unser unzeitgemдЯes System der Gottesdienstpflicht das Land mit der rьckstдndigen Sьnde organisierter Religion behaftet.;;Los librepensadores del paнs opinan que nuestro trasnochado sistema de asistencia obligatoria a la iglesia estб sumiendo al paнs en las garras de la corrupciуn eclesiбstica.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6159;Пусть жалуются;Qu’ils se plaignent !;Sollen sie sich doch beschweren.;;Dejemos que se quejen;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTB6159;Подавите их выступления силой;Neutralisez-les par la force;Unterdrьckt sie mit Gewalt.;;Aplastйmoslos mediante la fuerza;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6160;Религиозное рвение;Zиle religieux;Glaubenseifer;;Fervor religioso;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6160;Вдохновленные нашей ставкой на главенство церкви, наши миссионеры становятся более убедительными в просвещении неверующих.;Inspirйs par notre foi en la Suprйmatie Divine, nos missionnaires se montrent particuliиrement convaincants auprиs des infidиles.;Inspiriert durch unseren Glauben an die Gцttliche Macht treten unsere Missionare in ihren Gesprдchen mit den Unglдubigen ьberzeugender auf.;;Inspirados por nuestra creencia en la supremacнa divina, los misioneros estбn resultando mбs convincentes en sus sermones a los impнos.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6160;Время для благой вести;Il est temps de rйpandre la bonne nouvelle;Zeit, die guten Nachrichten zu verbreiten.;;Es hora de divulgar la buena nueva;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6161;Консервативная реакция;Contrecoup conservateur;Konservativer Rьckschlag;;Reacciуn conservadora;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6161;Наши церковные деятели полагают, что мы отклонились от принципов верховенства церкви, и проклинают наше правительство.;Notre йtablissement religieux pense que la nation n’adhиre pas correctement aux principes de la Suprйmatie Divine. Nous avons entendu ses membres condamner le gouvernement.;Unser Klerus ist der Ansicht, dass sich die Nation nicht gebьhrend an die Prinzipien der Gцttlichen Macht hдlt. Uns ist zu Ohren gekommen, dass sie die Regierung verdammen.;;Las autoridades religiosas opinan que la naciуn no se ajusta a los principios de la supremacнa divina. Les hemos escuchado condenar al gobierno.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6161;Это всего лишь слова;Cela ne me fait pas peur.;Worte machen mir keine Angst.;;Las palabras no nos intimidan;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTB6161;Надо послать против них войска;Envoyez des troupes.;Schickt die Truppen los.;;Enviad a las tropas;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6163;Его Святейшество обеспокоен;Sa Saintetй est inquiиte;Seine Heiligkeit ist besorgt.;;Su Santidad estб preocupado;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6163;Политика веротерпимости привела к тому, что часть нашего католического населения решила принять православие.;Notre politique de tolйrance en matiиre de religions a conduit une partie de notre population catholique а se tourner vers l’orthodoxie.;Unsere Politik der Toleranz gegenьber allen Glaubensrichtungen hat einen Teil der katholischen Bevцlkerung orthodox werden lassen.;;Nuestra tolerancia hacia todos los credos ha empujado a la ortodoxia a parte de la poblaciуn catуlica.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6163;Думаю, мне не стоит удивляться;J’imagine que je ne devrais pas кtre surpris.;Das sollte mich wohl nicht ьberraschen.;;No deberнamos sorprendernos;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6164;Его Святейшество оскорблен;Sa Saintetй est scandalisйe.;Seine Heiligkeit ist empцrt.;;Su Santidad estб enfurecido;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6164;Воспользовавшись преимуществами нашего веротерпимого общества, некоторые люди решили перейти в кальвинизм. Папский нунций уже заявил, что его Святейшество этим крайне озабочен.;Profitant de notre tolйrance, certaines personnes ont dйcidй de se tourner vers l’Eglise rйformйe. Le nonce du Pape nous a dйjа fait part de sa grande inquiйtude.;Einige unserer Bьrger haben unsere tolerante Gesellschaftspolitik dazu ausgenutzt, um einen reformierten Glauben anzunehmen. Der pдpstliche Nuntius hat uns bereits die Besorgnis der Kirche mitgeteilt.;;Al amparo de la tolerancia de nuestra sociedad, algunos han decidido abrazar la fe de la Reforma. El nuncio papal ya nos ha transmitido la preocupaciуn de la Iglesia.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6164;Эй, живите и позволяйте жить другим;Hй, il faut que tout le monde vive.;Hey, leben und leben lassen.;;Vive y deja vivir;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6165;Его Святейшество шокирован;Sa Saintetй est choquйe;Seine Heiligkeit ist schockiert.;;Su Santidad estб escandalizado;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6165;Поскольку мы - просвещенное и терпимое общество, некоторых из наших граждан решили, что католическая вера больше не соответствует их текущему образу жизни и перешли в лютеранство.;Alors que nous sommes une sociйtй йclairйe et tolйrante, certains de nos concitoyens, jugeant que la foi catholique ne rйpondait pas а leur choix de vie, se sont tournйs vers le protestantisme.;Da wir eine aufgeklдrte und tolerante Gesellschaft sind, haben einige unserer Bьrger entschieden, dass der katholische Glauben nicht mehr zu ihrem derzeitigen Lebensstil passt. Sie haben sich stattdessen den Protestanten angeschlossen.;;Como somos una sociedad ilustrada y tolerante, algunos ciudadanos han decidido que el catolicismo no se adapta a sus estilos de vida y han abrazado el protestantismo en su lugar.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6165;Полагаю, Папа это как-нибудь переживет;Eh bien, je suis sыr que le Pape peut y survivre.;Nun ja, der Papst wird es schon ьberleben.;;Seguro que el Papa podrб superarlo;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6166;Православная вера поколеблена;La foi orthodoxe est mise а mal;Der orthodoxe Glauben ist erschьttert.;;La fe ortodoxa estб escandalizada;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6166;Патриарх прибыл сегодня в столицу, чтобы выразить свой гнев по поводу нашей политики веротерпимости: теперь схизматики, разграбившие святой Константинополь и уничтожившие Римскую империю, смогли распространить свою веру в нашей державе.;Le Patriarche, arrivй aujourd’hui, a exprimй sa colиre quant au fait que la tolйrance de notre politique a permis а ceux-lа mкme qui avaient mis а sac Constantinople et abandonnй l’Empire Romain de semer leur foi dans notre royaume.;Der Patriarch ist heute eingetroffen, um seinen Дrger ьber unsere Politik vorzubringen, die es den Abtrьnnigen, die das heilige Konstantinopel geplьndert und das Rцmische Reich verlassen haben, ermцglicht hat, ihren Glauben in unserem Reich zu verbreiten.;;El Patriarca ha venido hoy a expresar su descontento hacia nuestra polнtica de tolerancia que ha permitido que los cismбticos que saquearon Constantinopla y abandonaron el Imperio Romano extiendan su fe en nuestro reino.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6166;Это действительно так плохо?;Est-ce vraiment si mal ?;Ist das wirklich so schlecht?;;їY...?;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6167;Патриарх жалуется;Le Patriarche se plaint.;Der Patriarch beschwert sich.;;El Patriarca se queja;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6167;Патриарх обеспокоен тем, что мы слишком веротерпимы, ведь последователи Лютера смогли распространить свои еретические воззрения в нашей державе.;Le Patriarche s’inquiиte de la tolйrance dont nous faisons preuve alors que les fidиles de Luther vйhiculent leurs croyances hйrйtiques dans notre royaume.;Der Patriarch ist besorgt, da wir den Nachrichten ьber Luthers Anhдnger, die ihre ketzerischen Ansichten in unserem Reich verbreiten, zu viel Toleranz entgegengebracht haben.;;Al Patriarca le preocupa que mostremos tanta tolerancia al oнr las noticias de que los seguidores de Lutero estбn expandiendo sus herйticas creencias en nuestro reino.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6167;Такое бывает;Ce sont des choses qui arrivent.;Sowas passiert nun mal.;;Son cosas que pasan;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6168;Патриарх обеспокоен;Le Patriarche est inquiet.;Der Patriarch ist besorgt.;;El Patriarca estб preocupado;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6168;Сегодня пришли новости о том, что в нашей державе распространяется кальвинизм. Кажется, люди используют нашу политику веротерпимости, чтобы приобщиться к новым формам религии. ;Nous avons appris, ce jour, que le calvinisme avait gagnй notre royaume. Visiblement, les gens profitent de notre tolйrance pour se tourner vers de nouvelles religions.;Heute erreichte uns die Nachricht, dass sich in unserem Reich der Kalvinismus ausgebreitet hat. Anscheinend nutzt das Volk unsere Toleranz dazu aus, neue Glaubensrichtungen auszuprobieren.;;Hoy nos han llegado noticias de que el calvinismo se estб extendiendo por nuestro reino. Parece que la gente aprovecha nuestra tolerancia para probar nuevas religiones extraсas.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6168;Такова цена веротерпимости;Eh bien, c’est le prix а payer de la tolйrance.;Das ist nun mal der Preis fьr Toleranz.;;Ese es el precio de la tolerancia;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6169;Епископы считают, что мы идем на уступки;Les йvкques pensent que nous perdons du terrain.;Bischцfe finden, dass wir an Boden verlieren.;;Los obispos piensan que perdemos terreno;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6169;Сегодня в нашу столицу прибыл архиепископ, чтобы выразить свою тревогу по поводу нашей веротерпимости: сейчас люди отворачиваются от истинной веры и возвращаются в католичество.;L’archevкque nous a fait part, ce jour, de sa consternation en apprenant que la tolйrance dont nous faisons preuve a conduit des gens а se dйtourner de la vйritable foi pour revenir au catholicisme.;Heute traf der Erzbischof ein, um seine Bestьrzung unserer Toleranz gegenьber auszudrьcken, welche das Volk dazu verleitet hat, sich vom wahren Glauben abzuwenden und zum Katholizismus zurьckzukehren.;;El arzobispo ha venido a expresar su desagrado porque nuestra tolerancia ha hecho que la gente dй la espalda a la fe verdadera y haya vuelto al catolicismo.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6169;Мы современное государство, такое бывает;Nous sommes un Etat moderne et ce sont des choses qui arrivent.;So etwas passiert in modernen Staaten.;;Somos un estado moderno, estas cosas pasan;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6170;Епископы шокированы;Les йvкques sont sous le choc.;Bischцfe sind schockiert.;;Los obispos, escandalizados;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6170;Делегация старших епископов прибыла сегодня в нашу столицу, чтобы обсудить нашу политику веротерпимости. Они особенно обеспокоены тем, что в нашей державе начинает распространяться православная вера.;Une dйlйgation d’йvкques est arrivйe ce jour pour discuter des effets de notre politique de tolйrance а l’йgard des autres fois. Ils sont notamment inquiets de la montйe en puissance de la foi orthodoxe dans notre pays.;Heute traf eine Delegation altgedienter Bischцfe ein, um ьber die Effekte zu diskutieren, die unsere fortwдhrend tolerante Politik auf andere Glaubensrichtungen hat. Sie sind besonders darьber besorgt, dass der orthodoxe Glauben in unserem Land an Boden gewinnt.;;Una delegaciуn de obispos ha venido hoy a discutir los efectos de nuestra polнtica continuada de tolerancia hacia otras religiones. Les preocupa especialmente el avance que experimenta en nuestro paнs la fe ortodoxa.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6170;Они закоснели в своей религии;Ils ne devraient pas кtre si rйtrogrades.;Sie sollten nicht so rьckstдndig sein.;;No deberнan ser tan retrуgrados;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6171;Епископы обеспокоены;Les йvкques sont inquiets.;Bischцfe sind besorgt.;;Los obispos, preocupados;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6171;Наша веротерпимая политика вызывает беспокойство среди церковников, поскольку в нашей державе появились новые последователи кальвинизма.;Notre politique de tolйrance suscite des inquiйtudes au sein du clergй aprиs qu’on ait eu vent que les fidиles de Calvin sиment leur foi dans notre royaume.;Unsere tolerante Politik hat unter altgedienten Kirchenmдnnern zu Besorgnis gefьhrt, da uns Nachrichten ьber die Verbreitung des Kalvinismus in unserem Reich erreicht haben.;;Nuestra polнtica de tolerancia preocupa a los altos cargos de la Iglesia por la expansiуn de la fe calvinista en nuestro reino.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6171;Это не проблема;Ce n’est pas un problиme.;Das ist kein Problem.;;Eso no es un problema;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6172;Старейшины церкви предрекают Апокалипсис;Les anciens de l’Eglise pensent que l’apocalypse est proche.;Die Kirchenдlteren sehen die Apokalypse nahen.;;Los Ancianos de la Iglesia creen se avecina el Apocalipsis;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6172;Церковные старейшины полагают, что Бог решил наказать нас за нашу политику веротерпимости и за то, что наш народ переходит в католичество, и потому Апокалипсис не за горами.;Selon les anciens de l’Eglise, comme Dieu l’a ordonnй, notre politique de tolйrance doit кtre punie car notre peuple se convertit au catholicisme et, toujours selon eux, l’apocalypse est proche.;Die Kirchenдlteren sind ьberzeugt, dass Gott beschlossen hat, unsere tolerante Politik durch den Ьbertritt unseres Volkes zum Katholizismus zu bestrafen, und dass die Apokalypse kurz bevor steht.;;Los Ancianos de nuestra Iglesia opinan que, como nuestra polнtica de tolerancia ha sido castigada con la conversiуn de la gente al catolicismo, es una seсal de que el Apocalipsis se avecina.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6172;Подождем каких-нибудь более явных знаков;Je pense qu’on devrait attendre d’autres signes.;Ich glaube, wir sollten noch auf weitere Anzeichen warten.;;Esperaremos a ver alguna seсal mбs...;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6173;Бог наказывает нас?;Dieu nous punit ?;Gottes Strafe?;;їDios nos castiga?;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6173;Старейшины церкви считают, что наш милостивый Бог наказывает нас за греховную политику веротерпимости. Хорошо хоть православная вера распространяется по нашей державе.;Les anciens de l’Eglise pensent que Dieu nous punit pour notre politique de tolйrance. Certes, la foi orthodoxe gagne du terrain dans notre royaume.;Die Kirchenдlteren sind der Ansicht, dass uns unser Barmherziger Herr fьr die sьndige Politik humanistischer Toleranz bestraft. Sicher ist jedenfalls, dass sich der orthodoxe Glauben in unserem Reich ausbreitet.;;Los Ancianos de la Iglesia opinan que el Seсor Misericordioso nos estб castigando por nuestra polнtica de tolerancia humanista. La verdad, es indudable que la fe ortodoxa estб avanzando en nuestro reino.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6173;Зачем Богу нас наказывать?;Dieu ferait-il vraiment cela ?;Wьrde Gott wirklich so etwas tun?;;їHarнa eso Dios, realmente?;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6174;Старейшины церкви обеспокоены;Les anciens de l’Eglise sont inquiets.;Die Kirchenдltesten sind besorgt.;;Los Ancianos de la Iglesia, preocupados;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6174;Старейшины церкви выразили мнение, что недавнее массовое обращение в лютеранство было очередным знаком проявления божественного духа. Более рационально настроенные чиновники полагают, что это следствие нашей политики веротерпимости.;Les anciens de l’Eglise ont indiquй que, pour eux, la rйcente et massive conversion au protestantisme tйmoigne de la colиre de Dieu. Plus sceptiques, quant а eux, certains fonctionnaires pointent du doigt notre politique de tolйrance.;Die Kirchenдlteren haben ihre Meinung kund getan, dass die kьrzlichen Massenьbertritte zum Protestantismus ein weiteres Zeichen gцttlicher Rache sind. Etwas skeptischere Regierungsoffizielle denken, dass unsere tolerante Politik eher daran Schuld ist.;;Los Ancianos mбs importantes de nuestra Iglesia opinan que la reciente conversiуn en masa al protestantismo es una seсal mбs de la ira de Dios. Los cargos gubernamentales, algo mбs escйpticos, creen que nuestra polнtica de tolerancia es mucho mбs adecuada.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6174;Что посеешь, то и пожнешь;J’imagine qu’on rйcolte ce qu’on sиme.;Tja, man erntet wohl, was man sдt.;;Uno recoge lo que siembra;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6175;Улемы обеспокоены;Les ulйmas sont inquiets.;Ulema besorgt.;;Los ulemas, preocupados;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6175;Улемы все больше и больше беспокоятся по поводу нашего слишком терпимого отношения к последователям раскольника Али. Они думают, что Аллах, милостивый и милосердный, будет этим недоволен. Не смотря на это, шиитская вера продвигается по нашей стране.;Les ulйmas sont de plus en plus inquiets de la tolйrance dont nous faisons preuve. Ils pensent qu’Allah compatissant, le misйricordieux, sera en colиre pour cela. Leur foi gagne du terrain dans notre pays.;Die Ulema machen sich zunehmend Sorgen darьber, dass wir mit den abtrьnnigen Anhдngern von Ali zu tolerant umgehen. Sie sind der Ansicht, dass Allah, der Barmherzige und Gnдdige, dadurch verдrgert wьrde. Nichtsdestotrotz ist ihr Glauben in unserem Land auf dem Vormarsch.;;Los ulemas estбn cada vez mбs preocupados por nuestra tolerancia hacia los cismбticos seguidores de Alн. Opinan que Alб el Compasivo, el Misericordioso, se enfadarб por esto. Pese a todo, su fe se va imponiendo en nuestro paнs.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6175;Уверен, никаких проблем не будет;Je suis sыr qu’il n’y aura pas de problиmes.;Ich bin mir sicher, dass es keine Probleme geben wird.;;Seguro que no habrб problemas;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6176;Обеспокоенные аятоллы;Les ayatollahs sont inquiets;DIe Ayatollahs sind besorgt.;;Los ayatolбs estбn preocupados;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6176;Делегация старших аятолл сообщила нам сегодня, что политика веротерпимости пустила в наши земли суннизм. Они обеспокоены тем, что это может отсрочить возвращение Махди.;Une dйlйgation d’ayatollahs nous a informйs que notre politique de tolйrance avait permis а l’Islam sunnite de gagner notre royaume. Ils craignent que cela puisse ralentir le retour du mahdi.;Eine Delegation altgedienter Ayatollahs hat uns heute darauf hingewiesen, dass unsere tolerante Politik die Ausbreitung des sunnitischen Islams in unserem Reich begьnstigt hat. Sie sind wirklich sehr besorgt, dass dies die Rьckkehr des Mahdi verzцgern kцnnte.;;Una delegaciуn de influyentes ayatolбs nos ha advertido hoy de que nuestra polнtica de tolerancia ha permitido el avance de los sunнes en nuestro reino. Les preocupa que esto pueda retrasar el regreso del Mahdi.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6176;Уверен, он вернется, когда следует;Je suis sыr qu’il reviendra а temps.;Ich bin mir sicher, dass er rechtzeitig zurьckkehren wird.;;Seguro que regresarб a tiempo;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6177;Обеспокоенные монахи;Les moines sont inquiets;Mцnche sind besorgt.;;Monjes preocupados;;;;;;;;;x;;;;;;;;;;;;;
EVTDESC6177;Делегация старших монахов после нескольких дней медитации пришла к выводу, что веротерпимая политика влияет на нирвану в нашем государстве. Кажется, некоторые из наших людей решили перейти в индуизм.;Une dйlйgation de moines, aprиs plusieurs jours de mйditation, nous a informйs que notre politique de tolйrance a une incidence sur l’йdification de notre royaume. Il semble qu’une partie de notre population ait dйcidй de se tourner vers la foi hindoue.;Eine Delegation altgedienter Mцnche traf heute nach mehreren Tagen der Meditation ein, und implizierte, dass unsere tolerante Politik der Erleuchtung unseres Reiches schaden wьrde. Es scheint, dass einige unserer Bьrger sich entschlossen haben, sich dem Hinduismus anzuschlieЯen.;;Una delegaciуn de monjes influyentes, tras varios dнas de meditaciуn, ha venido a sugerir que nuestra polнtica de tolerancia estб afectando a la iluminaciуn de nuestro reino. Parece que alguna de nuestra gente ha abrazado el hinduismo.;;;;;;;;;x;;;;;;;;;;;;;
EVTOPTA6177;Это может повредить карме некоторых наших людей;Cela pourrait se rйpercuter sur le karma de notre peuple.;Dies kцnnte dem Karma einiger Bьrger schaden.;;Esto podrнa daсar el karma de algunos;;;;;;;;;x;;;;;;;;;;;;;
EVTNAME6178;Люди возвращаются к философии;Les gens se tournent vers la philosophie !;Das Volk kehrt zur Philosophie zurьck!;;ЎLa gente se refugia en la filosofнa!;;;;;;;;;x;;;;;;;;;;;;;
