EVTOPTA99158;Jackals!;;;;;;;;;;;;;x
EVTNAME99159;Act of Crualty - Infamy;;;;;;;;;;;;;x
EVTDESC99159;Our ruler's recent act of cruelty, has now became famous: even our neighbours are scared. Our nobility is not happy!;;;;;;;;;;;;;x
EVTOPTA99159;Cruel? Me? Lies!;;;;;;;;;;;;;x
EVTNAME99160;Reduced Taxes - Stability;;;;;;;;;;;;;x
EVTDESC99160;Our decision to reduce taxes has helped us to increase our state's stability!;;;;;;;;;;;;;x
EVTOPTA99160;Very good!;;;;;;;;;;;;;x
EVTNAME99161;Fight Corruption - Stability;;;;;;;;;;;;;x
EVTDESC99161;The decision to fight corruption is seen as almost-divine by our clergy and nobility!;;;;;;;;;;;;;x
EVTOPTA99161;Excellent!;;;;;;;;;;;;;x
EVTNAME99162;Fight Corruption - Rebellion;;;;;;;;;;;;;x
EVTDESC99162;Some of the corrupted officials have decided to organize an open rebellion against our government.;;;;;;;;;;;;;x
EVTOPTA99162;Hunt them down!;;;;;;;;;;;;;x
EVTNAME99163;Ignore Corruption - Instability;;;;;;;;;;;;;x
EVTDESC99163;Our decision to ignore corruption is starting to hurt the state's stability.;;;;;;;;;;;;;x
EVTOPTA99163;Bad news.;;;;;;;;;;;;;x
EVTNAME99164;Ignore Corruption - Rebellion;;;;;;;;;;;;;x
EVTDESC99164;Our decision to ignore corruption has inspired one of the local nobles to take arms against us.;;;;;;;;;;;;;x
EVTOPTA99164;Fool.;;;;;;;;;;;;;x
EVTNAME99165;Ignore Corruption - Money Stolen;;;;;;;;;;;;;x
EVTDESC99165;One of our officials have stolen a large sum of gold! He managed to bribe the treasury guards who actually helped him carry the cash!;;;;;;;;;;;;;x
EVTOPTA99165;Fool.;;;;;;;;;;;;;x
EVTNAME99166;Political Crisis - Instability;;;;;;;;;;;;;x
EVTDESC99166;The ongoing political crisis is causing our state's stability to drop.;;;;;;;;;;;;;x
EVTOPTA99166;We can make it up.;;;;;;;;;;;;;x
EVTNAME99167;Political Crisis - Bribes;;;;;;;;;;;;;x
EVTDESC99167;One of our officials had bribed a number of nobles who were about to rebel against the government. The sum was substential.;;;;;;;;;;;;;x
EVTOPTA99167;Cover the expenses.;;;;;;;;;;;;;x
EVTNAME99168;Political Crisis - Rebellion;;;;;;;;;;;;;x
EVTDESC99168;As a result of the ongoing political crisis peasants have risen against us. Its an open rebellion.;;;;;;;;;;;;;x
EVTOPTA99168;Hunt them down.;;;;;;;;;;;;;x
EVTNAME99169;Meter Sighted - Panic;;;;;;;;;;;;;x
EVTDESC99169;Some foolish astronomer is spreading rumors of the pending end of the world. Country side is in state of chaos caused by the panic.;;;;;;;;;;;;;x
EVTOPTA99169;Throw him into jail!;;;;;;;;;;;;;x
EVTNAME99170;Rebelious Clergy;;;;;;;;;;;;;x
EVTDESC99170;Our policies are being challenged by the local clerics in our of our provinces. This cannot be allowed to continue.;;;;;;;;;;;;;x
EVTOPTA99170;Damn priests!;;;;;;;;;;;;;x
EVTNAME99171;Rebelious Preachers;;;;;;;;;;;;;x
EVTDESC99171;The unruly cleriks are openly preaching against our government. Inspired by zealots, people are starting to riot.;;;;;;;;;;;;;x
EVTOPTA99171;Damn priests!;;;;;;;;;;;;;x
EVTNAME99172;Weak Government - Instability;;;;;;;;;;;;;x
EVTDESC99172;The current weakness of our state is cause of stability drop.;;;;;;;;;;;;;x
EVTOPTA99172;Bad news.;;;;;;;;;;;;;x
EVTNAME99173;Weak Government - Expenses;;;;;;;;;;;;;x
EVTDESC99173;A large sum of coins has gone missing from our treasury. One of the court officials is suspected.;;;;;;;;;;;;;x
EVTOPTA99173;Hang him!;;;;;;;;;;;;;x
EVTNAME99174;Weak Government - Faled Taxation;;;;;;;;;;;;;x
EVTDESC99174;Due to the government instability, many of our tax payers have refused to pay their dues.;;;;;;;;;;;;;x
EVTOPTA99174;Thats bad.;;;;;;;;;;;;;x
EVTNAME99175;Conservative Government - Additional Taxation;;;;;;;;;;;;;x
EVTDESC99175;As a token of appreciation for us upholding the traditional values, some of our nobles have arranged for additional taxes to be collected.;;;;;;;;;;;;;x
EVTOPTA99175;Very good.;;;;;;;;;;;;;x
EVTNAME99176;Conservative Government - Stability Returns;;;;;;;;;;;;;x
EVTDESC99176;Representatives of both nobility and clergy have recently spoken in support of our government. This unexpected support is seen by many to bring stability to our country.;;;;;;;;;;;;;x
EVTOPTA99176;Very good.;;;;;;;;;;;;;x
EVTNAME99177;Conservative Government - Gift to the State;;;;;;;;;;;;;x
EVTDESC99177;After the death of one of our merchants, we have discovered a testament in which he left his entire holdings to the state. He also mentioned his faith in the government that's keeping in touch with the traditional values.;;;;;;;;;;;;;x
EVTOPTA99177;Very good.;;;;;;;;;;;;;x
EVTNAME99178;Enforce Serfdom - Economic Boost;;;;;;;;;;;;;x
EVTDESC99178;Our serfdom plicies are finally yielding economic benefits.;;;;;;;;;;;;;x
EVTOPTA99178;Excellent.;;;;;;;;;;;;;x
EVTNAME99179;Stability Retourns;;;;;;;;;;;;;x
EVTDESC99179;Our people are content with the government's policies, as a result stability is retourning to our state.;;;;;;;;;;;;;x
EVTOPTA99179;Excellent.;;;;;;;;;;;;;x
EVTNAME99180;Stability Drops;;;;;;;;;;;;;x
EVTDESC99180;Our people are unhappy with the government's policies, as a result stability has dropped.;;;;;;;;;;;;;x
EVTOPTA99180;Fix it.;;;;;;;;;;;;;x
EVTNAME99181;Corrupted Church - Instability;;;;;;;;;;;;;x
EVTDESC99181;Due to the ongoing affair with our clergy, the state's stability has dropped.;;;;;;;;;;;;;x
EVTOPTA99181;Hang someone.;;;;;;;;;;;;;x
EVTNAME99182;Corrupted Church - Suspicious Documents;;;;;;;;;;;;;x
EVTDESC99182;There are some whispers saying that in one of our temples, some secrete documents were discovered raising questions to our ruler's divine rights to the throne.;;;;;;;;;;;;;x
EVTOPTA99182;Hang someone.;;;;;;;;;;;;;x
enact_reformed_tax_system_title;Enact Reformed Tax System;;;;;;;;;;;;;x
enact_reformed_tax_system_desc;Enact set of laws and regulations designed to standardize tax collection within all parts of our society, regardless of individual religion, culture or any other traits.;;;;;;;;;;;;;x
EVTNAME99183;Corrupted Church - Bribes;;;;;;;;;;;;;x
EVTDESC99183;Clergy is openly paying us in gold and support to secure various priviliges for the members of their caste.;;;;;;;;;;;;;x
EVTOPTA99183;Money is money.;;;;;;;;;;;;;x
EVTNAME99184;Bad Discipline - Tax Collectors Robbed;;;;;;;;;;;;;x
EVTDESC99184;Our army has disintegrated into unruly bands of thieves and robbers. A group of local constables were captured and robbed of the freshly collected taxes. This is a great embarrassment for our country.;;;;;;;;;;;;;x
EVTOPTA99184;Hunt them down.;;;;;;;;;;;;;x
EVTNAME99185;Bad Discipline - Countryside Looted;;;;;;;;;;;;;x
EVTDESC99185;Our army has disintegrated into unruly bands of thieves and robbers who are looting and pillaging our countryside in search for food and valuables.;;;;;;;;;;;;;x
EVTOPTA99185;Hunt them down.;;;;;;;;;;;;;x
EVTNAME99186;Compromised Spy Defense - Suspicious Panflets;;;;;;;;;;;;;x
EVTDESC99186;Someone is flooding the streets of our capital with horrible panflets ridiculing a number of our highest ranking officials. Something has to be done immediately!;;;;;;;;;;;;;x
EVTOPTA99186;Where is my spy master?;;;;;;;;;;;;;x
EVTNAME99187;Compromised Spy Defense - Gold Vanished;;;;;;;;;;;;;x
EVTDESC99187;Someone had broken into our treasury and stolen a large sum of gold and valuable jewlery. Many of these items have to be replaced immediately.;;;;;;;;;;;;;x
EVTOPTA99187;Where is my spy master?;;;;;;;;;;;;;x
EVTNAME99188;Compromised Spy Defense - Court Intrigues;;;;;;;;;;;;;x
EVTDESC99188;Unknown member of our court is spreading nasty rumors about one member of our ruler's closest family. These lies are causing concern about throne inheritence!;;;;;;;;;;;;;x
EVTOPTA99188;Where is my spy master?;;;;;;;;;;;;;x
EVTNAME99189;Smugglers Dominating - Merchants Complaining;;;;;;;;;;;;;x
EVTDESC99189;Our constables had to bribe the officials from the Merchant guild who threatened to cease all trade within our country due to horrible trade losses caused by the smuggler ring.;;;;;;;;;;;;;x
EVTOPTA99189;They must stay and trade!;;;;;;;;;;;;;x
EVTNAME99190;Smugglers Dominating - Instability;;;;;;;;;;;;;x
EVTDESC99190;The people see our government as a joke due its inability to deal with the smugglers and problems they cause to our economy.;;;;;;;;;;;;;x
EVTOPTA99190;Black news indeed!;;;;;;;;;;;;;x
EVTNAME99191;Trade Boom - Additional Tax;;;;;;;;;;;;;x
EVTDESC99191;We have managed to collect an additional tax from our merchants, due to huge trade boom they are experiencing.;;;;;;;;;;;;;x
EVTOPTA99191;Money is good.;;;;;;;;;;;;;x
EVTNAME99192;Trade Boom - Stability Retourns;;;;;;;;;;;;;x
EVTDESC99192;The current trade boom we are experiencing is causing our state's stability to increase.;;;;;;;;;;;;;x
EVTOPTA99192;Splendid.;;;;;;;;;;;;;x
khazaria;Khazaria;;;;;;;;;;;;;x
alania;Alania;;;;;;;;;;;;;x
caucasus;Caucasus;;;;;;;;;;;;;x
georgia;Georgia;;;;;;;;;;;;;x
dagestan;Dagestan;;;;;;;;;;;;;x
iraq;Iraq;;;;;;;;;;;;;x
armenia;Armenia;;;;;;;;;;;;;x
prestigeous_country;Prestigeous Country;;;;;;;;;;;;;x
desc_prestigeous_country;Prestigeous country.;;;;;;;;;;;;;x
excellent_minister;Excellent Minister;;;;;;;;;;;;;x
desc_excellent_minister;Excellent minister.;;;;;;;;;;;;;x
merchants_rush;Merchants Rush;;;;;;;;;;;;;x
desc_merchants_rush;Merchants rush.;;;;;;;;;;;;;x
land_tech_improvements;Land Tech Improvements;;;;;;;;;;;;;x
desc_land_tech_improvements;Land tech improvements.;;;;;;;;;;;;;x
military_initiative;Military Initiative;;;;;;;;;;;;;x
desc_military_initiative;Military initiative.;;;;;;;;;;;;;x
stability_investment;Stability Investment;;;;;;;;;;;;;x
desc_stability_investment;Stability investment.;;;;;;;;;;;;;x
government_investment_1;Government Investment;;;;;;;;;;;;;x
desc_government_investment_1;Military initiative.;;;;;;;;;;;;;x
economic_investment;Economic Investment;;;;;;;;;;;;;x
desc_economic_investment;Economic investment.;;;;;;;;;;;;;x
poor_policies;Poor Policies;;;;;;;;;;;;;x
desc_poor_policies;Poor policies.;;;;;;;;;;;;;x
rebelious_clergy;Rebelious Clergy;;;;;;;;;;;;;x
desc_rebelious_clergy;Rebelious clergy.;;;;;;;;;;;;;x
bribed_clergy;Bribed Clergy;;;;;;;;;;;;;x
desc_bribed_clergy;Bribed clergy.;;;;;;;;;;;;;x
reduced_investments;Reduced Investments;;;;;;;;;;;;;x
desc_reduced_investments;Reduced investments.;;;;;;;;;;;;;x
tarnished_reputation;Tarnished Reputation;;;;;;;;;;;;;x
desc_tarnished_reputation;Tarnished reputation.;;;;;;;;;;;;;x
corrupted_officials;Corrupted Officials;;;;;;;;;;;;;x
desc_corrupted_officials;Corrupted officials.;;;;;;;;;;;;;x
bribed_nobles;Bribed Nobles;;;;;;;;;;;;;x
desc_bribed_nobles;Bribed nobles.;;;;;;;;;;;;;x
treacherous_nobles;Treacherous Nobles;;;;;;;;;;;;;x
desc_treacherous_nobles;Treacherous nobles.;;;;;;;;;;;;;x
cities_denied;Cities Denied;;;;;;;;;;;;;x
desc_cities_denied;Cities denied.;;;;;;;;;;;;;x
allow_old_rights;Allow Old Rights;;;;;;;;;;;;;x
desc_allow_old_rights;Allow old rights.;;;;;;;;;;;;;x
PROV2108;Эланд;;;;;;;;;;;;;x
PROV2109;Уланд;;;;;;;;;;;;;x
iceland_region;Iceland Region;;;;;;;;;;;;;x
PROV2110;Фареры;;;;;;;;;;;;;x
PROV2111;Shetland;;;;;;;;;;;;;x
udmurt;Удмуртская;;;;;;;;;;;;;x
chuvash;Чувашская;;;;;;;;;;;;;x
bashkir;Башкирская;;;;;;;;;;;;;x
URA;Урал;;;;;;;;;;;;;x
URA_ADJ;Уральск.;;;;;;;;;;;;;x
URA_ADJ2;Уральск.;;;;;;;;;;;;;x
BSH;Башкирия;;;;;;;;;;;;;x
BSH_ADJ;Башкирск.;;;;;;;;;;;;;x
BSH_ADJ2;Башкирск.;;;;;;;;;;;;;x
PROV2112;Пинега;;;;;;;;;;;;;x
PROV2113;Воркута;;;;;;;;;;;;;x
PROV2114;Тавда;;;;;;;;;;;;;x
PROV2115;Ханты-Мансийск;;;;;;;;;;;;;x
PROV2116;Ишим;;;;;;;;;;;;;x
bashkiria;Bashkiria;;;;;;;;;;;;;x
PROV2117;Кызылорда;;;;;;;;;;;;;x
PROV2118;Аркалык;;;;;;;;;;;;;x
aral;Aral;;;;;;;;;;;;;x
khwarezm;Khwarezmia;;;;;;;;;;;;;x
khazakstan;Khazakstan;;;;;;;;;;;;;x
ARL;Aral;;;;;;;;;;;;;x
ARL_ADJ;Aral;;;;;;;;;;;;;x
ARL_ADJ2;Aral;;;;;;;;;;;;;x
KWZ;Khwarezmia;;;;;;;;;;;;;x
KWZ_ADJ;Khwarezmi;;;;;;;;;;;;;x
KWZ_ADJ2;Khwarezmi;;;;;;;;;;;;;x
crimea;Крым;;;;;;;;;;;;;x
nogai;Ногайская орда;;;;;;;;;;;;;x
ural;Урал;;;;;;;;;;;;;x
catalonia;Каталония;;;;;;;;;;;;;x
england;Англия;;;;;;;;;;;;;x
brittany;Brittany;;;;;;;;;;;;;x
aquitaine;Aquitaine;;;;;;;;;;;;;x
faroese;Faroese;;;;;;;;;;;;;x
KRC;Карачев;;;;;;;;;;;;;x
KRC_ADJ;Карачевск.;;;;;;;;;;;;;x
KRC_ADJ2;Карачевск.;;;;;;;;;;;;;x
annex_karachev_title;Annex Karachev;;;;;;;;;;;;;x
annex_karachev_desc;We now have the opportunity to press claims on this piece of land.;;;;;;;;;;;;;x
SHI;Ширван;;;;;;;;;;;;;x
SHI_ADJ;Ширванск.;;;;;;;;;;;;;x
SHI_ADJ2;Ширванск.;;;;;;;;;;;;;x
FAE;Faroe;;;;;;;;;;;;;x
FAE_ADJ;Faroan;;;;;;;;;;;;;x
FAE_ADJ2;Faroan;;;;;;;;;;;;;x
PROV2119;Kulmbach;;;;;;;;;;;;;x
PROV2120;Legnica;;;;;;;;;;;;;x
LGN;Legnica;;;;;;;;;;;;;x
LGN_ADJ;Legnica;;;;;;;;;;;;;x
LGN_ADJ2;Legnica;;;;;;;;;;;;;x
PROV2121;Худжанд;;;;;;;;;;;;;x
PROV2122;Отар;;;;;;;;;;;;;x
PROV2123;Charjo;;;;;;;;;;;;;x
PROV2124;Suyab;;;;;;;;;;;;;x
PROV2125;Sayram;;;;;;;;;;;;;x
PROV2126;Taraz;;;;;;;;;;;;;x
PROV2127;Aksehir;;;;;;;;;;;;;x
PROV2128;Gulja;;;;;;;;;;;;;x
BRY;Бурятия;;;;;;;;;;;;;x
BRY_ADJ;Бурятск.;;;;;;;;;;;;;x
BRY_ADJ2;Бурятск.;;;;;;;;;;;;;x
buryat;Buryat;;;;;;;;;;;;;x
KSI;Хакассия;;;;;;;;;;;;;x
KSI_ADJ;Хакасск.;;;;;;;;;;;;;x
KSI_ADJ2;Хакасск.;;;;;;;;;;;;;x
kakhassi;Khakhassi;;;;;;;;;;;;;x
TUV;Тува;;;;;;;;;;;;;x
TUV_ADJ;Тувинск.;;;;;;;;;;;;;x
TUV_ADJ2;Тувинск.;;;;;;;;;;;;;x
uriankhai;Uriankhai;;;;;;;;;;;;;x
tangut;Tangut;;;;;;;;;;;;;x
KKH;Джунгария;;;;;;;;;;;;;x
KKH_ADJ;Джунгарск.;;;;;;;;;;;;;x
KKH_ADJ2;Джунгарск.;;;;;;;;;;;;;x
uyghur;Uyghur;;;;;;;;;;;;;x
ALT;Алтай;;;;;;;;;;;;;x
ALT_ADJ;Алтайск.;;;;;;;;;;;;;x
ALT_ADJ2;Алтайск.;;;;;;;;;;;;;x
sumo;Sumo;;;;;;;;;;;;;x
SUM;Sumo;;;;;;;;;;;;;x
SUM_ADJ;Sumo;;;;;;;;;;;;;x
SUM_ADJ2;Sumo;;;;;;;;;;;;;x
baishan;Baishan;;;;;;;;;;;;;x
BAI;Baishan;;;;;;;;;;;;;x
BAI_ADJ;Baishan;;;;;;;;;;;;;x
BAI_ADJ2;Baishan;;;;;;;;;;;;;x
yulou;Yulou;;;;;;;;;;;;;x
YLU;Yulou;;;;;;;;;;;;;x
YLU_ADJ;Yulou;;;;;;;;;;;;;x
YLU_ADJ2;Yulou;;;;;;;;;;;;;x
funie;Funie;;;;;;;;;;;;;x
FIE;Funie;;;;;;;;;;;;;x
FIE_ADJ;Funie;;;;;;;;;;;;;x
FIE_ADJ2;Funie;;;;;;;;;;;;;x
heishu;Heishu;;;;;;;;;;;;;x
HEI;Heishu;;;;;;;;;;;;;x
HEI_ADJ;Heishu;;;;;;;;;;;;;x
HEI_ADJ2;Heishu;;;;;;;;;;;;;x
TCH;Tayichiud;;;;;;;;;;;;;x
TCH_ADJ;Tayichiud;;;;;;;;;;;;;x
TCH_ADJ2;Tayichiud;;;;;;;;;;;;;x
jurchen;Jurchen;;;;;;;;;;;;;x
korean;Korean;;;;;;;;;;;;;x
PROV2129;Хэган;;;;;;;;;;;;;x
PROV2130;Ичунь;;;;;;;;;;;;;x
PROV2131;Tyir;;;;;;;;;;;;;x
PROV2132;Sim;;;;;;;;;;;;;x
PROV2133;Чебаркуль;;;;;;;;;;;;;x
PROV2134;Кама;;;;;;;;;;;;;x
PROV2135;Благодать;;;;;;;;;;;;;x
PROV2136;Реж;;;;;;;;;;;;;x
PROV2137;Ирбит;;;;;;;;;;;;;x
KHZ;Khazaria;;;;;;;;;;;;;x
KHZ_ADJ;Khazarian;;;;;;;;;;;;;x
KHZ_ADJ2;Khazarian;;;;;;;;;;;;;x
centralization_decentralization;Централизация vs. Децентрализация;Centralisation v Dйcentralisation;Zentralisierung vs. Dezentralisierung;Centralizacja kontra decentralizacja;Centralizaciуn - Descentralizaciуn;Centralizzazione v Decentramento;Centralizбciу vagy decentralizбciу;Centralizace vs. decentralizace;;;;;;x;
centralization_decentralization_left;Централизация;Centralisation;Zentralisierung;Centralizacja;Centralizaciуn;Centralizzazione ;Centralizбciу;Centralizace;;;;;;x;
centralization_decentralization_right;Децентрализация;Dйcentralisation;Dezentralisierung;Decentralizacja;Descentralizaciуn;Decentramento;Decentralizбciу;Decentralizace;;;;;;x;
aristocracy_plutocracy;Власть знатных vs. Власть богатых;Aristocratie v Ploutocratie;Aristokratie vs. Plutokratie;Arystokracja kontra plutokracja;Aristocracia - Plutocracia;Aristocrazia v Plutocrazia;Arisztokrбcia vagy plutokrбcia;Aristokracie vs. plutokracie;;;;;;x;
aristocracy_plutocracy_left;Власть знатных;Aristocratie;Aristokratie;Arystokracja ;Aristocracia;Aristocrazia;Arisztokrбcia;Aristokracie;;;;;;x;
aristocracy_plutocracy_right;Власть богатых;Ploutocratie;Plutokratie;Plutokracja;Plutocracia;Plutocrazia;Plutokrбcia;Plutokracie;;;;;;x;
serfdom_freesubjects;Крепостничество vs. Личная свобода;Servitude v Libertй;Leibeigenschaft vs. Freie Untertanen;Poddaсstwo kontra wolni poddani;Servidumbre - Sъbditos libres;Servitщ v Liberi sudditi;Jobbбgysбg vagy szabad alattvalуk;Nevolnictvн vs. svobodnнci;;;;;;x;
serfdom_freesubjects_left;Крепостничество;Servitude;Leibeigenschaft;Poddaсstwo;Servidumbre;Servitщ;Jobbбgysбg;Nevolnictvн;;;;;;x;
serfdom_freesubjects_right;Личная свобода;Libertй;Freie Untertanen;Wolni poddani;Sъbditos libres;Liberi sudditi;Szabad alattvalуk;Svobodnнci;;;;;;x;
mercantilism_freetrade;Меркантилизм vs. Свобод. торговля;Mercantilisme v Libre commerce;Merkantilismus vs. Freihandel;Merkantylizm kontra wolny handel;Mercantilismo - Libre comercio;Mercantilismo v Libero scambio;Merkantilizmus vagy szabadkereskedelem;Merkantilismus vs. volnэ obchod;;;;;;x;
mercantilism_freetrade_left;Меркантилизм;Mercantilisme;Merkantilismus;Merkantylizm;Mercantilismo;Mercantilismo;Merkantilizmus;Merkantilismus;;;;;;x;
mercantilism_freetrade_right;Свобод. торговля;Libre commerce;Freihandel;Wolny handel;Libre comercio;Libero scambio;Szabadkereskedelem;Volnэ obchod;;;;;;x;
nomad_settled;Nomad vs Settled;;;;;;;;;;;;;x
nomad_settled_left;Nomad;;;;;;;;;;;;;x
nomad_settled_right;Settled;;;;;;;;;;;;;x
innovative_conservative;Инновации vs Консерватизм;;;;;;;;;;;;;x
innovative_conservative_left;Инновации;;;;;;;;;;;;;x
innovative_conservative_right;Консерватизм;;;;;;;;;;;;;x
openminded_narrowminded;Nomad vs Settled;;;;;;;;;;;;;x
openminded_narrowminded_left;Openminded;;;;;;;;;;;;;x
openminded_narrowminded_right;Narrowminded;;;;;;;;;;;;;x
statebusiness_personalinitiative;State Business vs Personal Initiative;;;;;;;;;;;;;x
statebusiness_personalinitiative_left;State Business;;;;;;;;;;;;;x
statebusiness_personalinitiative_right;Personal Initiative;;;;;;;;;;;;;x
standingarmy_seasonarmy;Standing Army vs Season Army;;;;;;;;;;;;;x
standingarmy_seasonarmy_left;Standing Army;;;;;;;;;;;;;x
standingarmy_seasonarmy_right;Season Army;;;;;;;;;;;;;x
warriorculture_militarytradition;Warrior Culture vs Military Tradition;;;;;;;;;;;;;x
warriorculture_militarytradition_left;Warrior Culture;;;;;;;;;;;;;x
warriorculture_militarytradition_right;Military Tradition;;;;;;;;;;;;;x
seafaringculture_navaltradition;Seafaring Culture vs Naval Tradition;;;;;;;;;;;;;x
seafaringculture_navaltradition_left;Seafaring Culture;;;;;;;;;;;;;x
seafaringculture_navaltradition_right;Naval Tradition;;;;;;;;;;;;;x
isolationist_expansionist;Isolationist vs Expansionist;;;;;;;;;;;;;x
isolationist_expansionist_left;Isolationist;;;;;;;;;;;;;x
isolationist_expansionist_right;Expansionist;;;;;;;;;;;;;x
openedsociety_closedsociety;Opened Society vs Closed Society;;;;;;;;;;;;;x
openedsociety_closedsociety_left;Opened Society;;;;;;;;;;;;;x
openedsociety_closedsociety_right;Closed Society;;;;;;;;;;;;;x
authoritarian_representative;Authoritarian vs Representative;;;;;;;;;;;;;x
authoritarian_representative_left;Authoritarian;;;;;;;;;;;;;x
authoritarian_representative_right;Representative;;;;;;;;;;;;;x
introduce_recruitment_laws_title;Introduce Recruitment Laws;;;;;;;;;;;;;x
introduce_recruitment_laws_desc;Introduce a set of laws and legislation designed to provide legal framework that would allow the state to levy people into military service, under some circumstances, which would improve the overall efficiency of both recruting and levying our people into military service.;;;;;;;;;;;;;x
recruitment_laws;Recruitment Laws;;;;;;;;;;;;;x
desc_recruitment_laws;Recruitment Laws.;;;;;;;;;;;;;x
military_improvements_1;Military Improvements;;;;;;;;;;;;;x
desc_military_improvements_1;Military Improvements.;;;;;;;;;;;;;x
land_tech_improvements;Land Tech Improvements;;;;;;;;;;;;;x
desc_land_tech_improvements;Land Tech Improvements.;;;;;;;;;;;;;x
introduce_season_drilling_system_title;Introduce Season Drilling System;;;;;;;;;;;;;x
introduce_season_drilling_system_desc;Introduce season drilling system.;;;;;;;;;;;;;x
season_drilling_system;Season Drilling System;;;;;;;;;;;;;
desc_season_drilling_system;Season drilling system.;;;;;;;;;;;;;x
introduce_military_specialist_regiments_title;Introduce Army Specialists;;;;;;;;;;;;;x
introduce_military_specialist_regiments_desc;Introduce army specialist regiments trained and eqiped with heavy and long range weapons designed to help regular army in situations where conventional tacits cannot yield desired result.;;;;;;;;;;;;;x
specialist_regiments;Specialist Regiments;;;;;;;;;;;;;
desc_specialist_regiments;Specialized army regiments.;;;;;;;;;;;;;x
establish_standing_garrisons_system_title;Establish Standing Garrisons;;;;;;;;;;;;;x
establish_standing_garrisons_system_desc;Establish a system of recruitment, training and replenishment of city garrisons within out state. During the time of peace, these companies of semi-professional soldiers remain demobilized or employed by the cities for normal guard duties, however during the time of war they can be used as reserve or reinforcement for any of our armies.;;;;;;;;;;;;;x
standing_garrisons_system;Standing Garrisons;;;;;;;;;;;;;
desc_standing_garrisons_system;A system of recruitment, training and replenishment of city garrisons within out state. During the time of peace, these companies of semi-professional soldiers remain demobilized or employed by the cities for normal guard duties, however during the time of war they can be used as reserve or reinforcement for any of the army ranks.;;;;;;;;;;;;;x
introduce_early_military_logistics_title;Introduce Early Military Logistics;;;;;;;;;;;;;x
introduce_early_military_logistics_desc;Since the time of Rome vey few countries around the world were able to effectively field armies larger than a few thousand men and horses without devastating the local provincial economy. This decsion represents beginning of a chain of decisions designed to change this by introducing new military procedures, jobs, in short basis for modern army logistics.;;;;;;;;;;;;;x
early_military_logistics;Early Military Logistics;;;;;;;;;;;;;x
desc_early_military_logistics;Represents introduction of new military procedures, jobs, which will become basis for modern army logistics.;;;;;;;;;;;;;x
introduce_early_military_tradition_title;Introduce Early Military Tradition;;;;;;;;;;;;;x
introduce_early_military_tradition_desc;For a very long time different states around the world relied on a combination of professional soldiers or season drafted peasant levy armies. Each of these variation aimed to provide men required for waging war, but they also had potentially devastating effect on the society. This desision represnts a new system, one that doesn't rely on one's duty coming from feudal contract, or mercenaries, but on individual's sense of patriotism and duty toward nation and fulfillment of its goals.;;;;;;;;;;;;;x
early_military_tradition;Early Military Tradition;;;;;;;;;;;;;x
desc_early_military_tradition;Early Military Tradition;;;;;;;;;;;;;x
establish_national_bank_title;Establish State Bank;;;;;;;;;;;;;x
establish_national_bank_desc;Establish the institution of the State Bank, the supreme economic instance of our country, tasked with many different matters: from care for our state currenty, over various kinds of private funding and joined ventures. In practical terms, we will no longer directly borrow money from foreigners in times of need, but from our own people, at the same time providing them with a stable framework for private investments into our economy.;;;;;;;;;;;;;x
national_bank_institution;State Bank;;;;;;;;;;;;;x
desc_national_bank_institution;State bank.;;;;;;;;;;;;;x
emerging_banking;Emerging Banking;;;;;;;;;;;;;x
desc_emerging_banking;Emerging Banking.;;;;;;;;;;;;;x
adopt_state_subsidized_banking_enterprises_title;Adopt State Subsidized Banking Enterprises;;;;;;;;;;;;;x
adopt_state_subsidized_banking_enterprises_desc;Adopt new ways of state subsidized banking that would allow us better coordination between valuable private initiative enterprises and state funding.;;;;;;;;;;;;;x
subsidized_banking_enterprises;State Subsidized Banking Enterprises;;;;;;;;;;;;;x
desc_subsidized_banking_enterprises;State sbsidized banking enterprises.;;;;;;;;;;;;;x
introduce_bureaucratic_supremacy_title;Introduce Bureaucratic Supremacy;;;;;;;;;;;;;x
introduce_bureaucratic_supremacy_desc;Introduce a set of laws and regulations that would ensure the supremacy of state bureaucracy within our society. No other group or caste will be able to compete with the overwelming influence of the hard working bureaucrats.;;;;;;;;;;;;;x
bureaucratic_supremacy;Bureaucratic Supremacy;;;;;;;;;;;;;x
desc_bureaucratic_supremacy;Bureaucratic supremacy.;;;;;;;;;;;;;x
grant_bureaucrats_special_rights_title;Grant Bureaucrats Special Rights;;;;;;;;;;;;;x
grant_bureaucrats_special_rights_desc;Introduce a set of laws and regulations that would allow members of the bureaucratic caste to rise above the social ranks previously avilable to them according to our laws and traditions. From now on, bureaucrats will be able to purchase or even create new land-holding titles, in many ways making their social status equal to that of even the high aristocracy.;;;;;;;;;;;;;x
bureaucratic_special_rights;Bureaucratic Special Rights;;;;;;;;;;;;;x
desc_bureaucratic_special_rights;Bureaucratic special rights.;;;;;;;;;;;;;x
introduce_bureaucratic_limitation_laws_title;Introduce Bureaucratic Limitations;;;;;;;;;;;;;x
introduce_bureaucratic_limitation_laws_desc;Introduce a set of laws and regulations aimed to put an end to the increasing power of the bureaucratic caste within our society. The ever increasing power and wealth that they have been receiving in the past, have given them almost absolute power, one that no other group could possibly match. This needs to be changed so that our society could be ridden of corruption, and, in time, led toward harmony.;;;;;;;;;;;;;x
limited_bureaucratic_influence;Limited Bureaucratic Influence;;;;;;;;;;;;;x
