RMEND_BTN2;ÎÊ;Ok;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
RMEND_BTN3;Ïåğåéòè;Voir;GOTO;ID DO;Ir allí;ANDARE;Menj ide:;PØEJÍT NA;;;;;;x
RMEND_MAP;*;*;*;*;*;*;*;*;;;;;;x
PUEND_SETUP;Óìèğàåò ìîíàğõ äåğæàâû, ñ êîòîğîé ó íàñ çàêëş÷åíà ëè÷íàÿ óíèÿ;Quand un monarque avec lequel nous avons une union personnelle vient à mourir.;Wenn ein Monarch stirbt, mit dem wir eine Personalunion eingegangen sind.;Kiedy umiera monarcha pañstwa, z którym mamy uniê personaln¹.;Cuando muere un monarca con el que tienes una unión personal.;Quando un monarca con cui abbiamo una unione personale muore.;Ha egy perszonálunió uralkodója meghalt.;Kdy zemøe monarcha, s ním jsme spøíznìni personální unií.;;;;;;x
PUEND_HEADER;Íàø êàíöëåğ ñîîáùàåò:;Fin de l'union personnelle;Personalunion beendet;Koniec obowi¹zywania unii personalnej;Fin de la unión personal;Unione personale terminata;A Perszonáluniónak vége;Personální unie skonèila;;;;;;x
PUEND_1;Ëè÷íàÿ óíèÿ ğàñòîğãíóòà!;$KING$ de : $KINGCOUNTRY$;$KING$ of $KINGCOUNTRY$;$KING$ z $KINGCOUNTRY$;$KING$ de $COUNTRY$;$KING$ di: $KINGCOUNTRY$;$KINGCOUNTRY$ királya, $KING$;$KING$ z $KINGCOUNTRY$;;;;;;x
PUEND_2;$KING$, ïğàâèòåëü äåğæàâû $KINGCOUNTRY$;est mort.;ist gestorben.;Zmar³.;ha muerto.;è deceduto.;meghalt.;zemøel.;;;;;;x
PUEND_3;óìåğ. Íàøà ëè÷íàÿ óíèÿ;Notre union personnelle;Unsere Personalunion;Nasza unia personalna;Nuestra unión personal;La nostra unione personale;Perszonáluniónk, melyet;Naše personální unie;;;;;;x
PUEND_4;ñ äåğæàâîé $KINGCOUNTRY$;avec ce pays est;mit $KINGCOUNTRY$ wurde;z pañstwem $KINGCOUNTRY$ zosta³a;con $KINGCOUNTRY$;con: $KINGCOUNTRY$ ;$KINGCOUNTRY$ nemzetével alapítottunk,;s $KINGCOUNTRY$;;;;;;x
PUEND_5;ğàñòîğãíóòà;dissoute.;aufgelöst;rozwi¹zana;se ha disuelto.;si dissolve.;felbomlott.;konèí;;;;;;x
PUEND_6;Îòíûíå ìû ñàìè õîçÿåâà ñâîåé ñóäüáû.;Nous sommes de nouveau libres de notre destin.;Wir sind nun wieder Herren unseres eigenen Schicksals;Znowu jesteœmy panami naszej wiary.;Volvemos a ser dueños de nuestra propia fe.;Siamo tornati ad essere fautori del nostro destino.;Ismét a saját uraink vagyunk.;Opìt jsme pány svého osudu.;;;;;;x
PUEND_LOG;Áûëà ğàñòîğãíóòà íàøà ëè÷íàÿ óíèÿ ñ äåğæàâîé $KINGCOUNTRY$.;$KINGCOUNTRY$ : notre union personnelle avec ce pays est finie.;Unsere Personalunion mit $KINGCOUNTRY$ ist vorüber.;Nasza unia personalna z pañstwem $KINGCOUNTRY$ zakoñczy³a siê.;Nuestro unión personal con $KINGCOUNTRY$ ha terminado.;La nostra unione personale con: $KINGCOUNTRY$ è terminata.;A $KINGCOUNTRY$ nemzetével kötött perszonáluniónk véget ért.;Naše personální unie s $KINGCOUNTRY$ skonèila.;;;;;;x
PUEND_BTN1;ÎÊ;Ok;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
PUEND_BTN2;ÎÊ;Ok;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
PUEND_BTN3;Ïåğåéòè;Voir;GOTO;ID DO;Ir allí;ANDARE;Menj ide:;PØEJÍT NA;;;;;;x
PUEND_MAP;*;*;*;*;*;*;*;*;;;;;;x
ARMY;Àğìèÿ;Armée;Armee;Armia;Ejército ;Esercito;Hadsereg;Armáda;;;;;;x
NAVY;Ôëîò;Marine;Flotte;Marynarka;Armada ;Marina;Flotta;Flotila;;;;;;x
CVIEW_PRESTIGE_AFFECTS;§YÒåêóùåå âëèÿíèå ïğåñòèæà:§W;Effets actuels du Prestige;Momentane Auswirkungen durch Prestige;Aktualne efekty presti¿u;Efectos del prestigio actual;Attuali effetti del Prestigio;A presztízs hatásai;Aktuální efekty prestie;;;;;;x
EVTNAME6032;Ñïîğ î ãğàíèöàõ;Dispute frontalière;Grenzdisput;Spór o granice;Disputa fronteriza;Disputa sui confini;Határharcok;Spor o hranice;;;;;;x
EVTDESC6032;Òåğğèòîğèÿ, ãğàíè÷àùàÿ ñ ïğîâèíöèåé $PROVINCENAME$, ñ÷èòàëàñü ñïîğíîé â òå÷åíèå äëèòåëüíîãî âğåìåíè. Îäíàêî íå âûçûâàåò ñîìíåíèÿ òåñíàÿ ğåëèãèîçíàÿ ñâÿçü ìåæäó íàìè è ìåñòíûì íàñåëåíèåì. Ïğèíèìàÿ âî âíèìàíèå òî, êàê îñóùåñòâëÿåòñÿ óïğàâëåíèå â îñòàëüíîé ÷àñòè ıòîé çàáûòîé Áîãîì ñòğàíû, ìàëîâåğîÿòíî, ÷òî îíè ñìîãóò îğãàíèçîâàòü ñåğüåçíîå ñîïğîòèâëåíèå, åñëè ìû ğåøèì îêàçàòü íà íèõ äàâëåíèå.;La zone en bordure de $PROVINCENAME$ a été disputée depuis un bon moment mais il ne devrait pas y avoir de doute sur l'adhésion de la population locale à notre foi. En gardant à l'esprit la façon dont le reste de ce pays oublié de Dieu est gouverné en ce moment, il est très improbable qu'ils pourront organiser même un semblant de défense si nous décidons d'intervenir.;Der Landstrich an der Grenze zu $PROVINCENAME$ ist schon eine ganze Weile lang umstrittenes Gebiet, aber im Lichte der religiösen Bindungen zwischen uns und der dortigen Bevölkerung sollte kein Zweifel um seine Zugehörigkeit bestehen. Danach zu urteilen, wie der Rest des gottverlassenen Landes momentan regiert wird, ist es höchst unwahrscheinlich, dass sie im Falle weiterer Schritte unsererseits ernsthaften Widerstand leisten können.;Teren graniczny prowincji $PROVINCENAME$ ju¿ od jakiegoœ czasu by³ przedmiotem sporów, ale bior¹c pod uwagê zwi¹zki religijne pomiêdzy nami i miejscow¹ ludnoœci¹, nie powinno byæ ¿adnych w¹tpliwoœci odnoœnie przynale¿noœci tego terenu. Widz¹c, w jaki sposób dzia³a reszta tego zapomnianego przez Boga kraju, raczej nie uda siê nam zorganizowaæ silnej obrony, jeœli w dalszym ci¹gu bêdziemy podnosiæ tê kwestiê.;El área limítrofe con $PROVINCENAME$ ha sido una frontera disputada desde hace bastante tiempo, pero no tendría que haber ninguna duda sobre su adhesión, habida cuenta de los lazos religiosos que nos unen con la población del lugar Teniendo en cuenta la manera en que se lleva el resto de ese país, abandonado de la mano de Dios, es bastante improbable que puedan organizar ninguna defensa seria si deseamos presionarles más.;L'area circostante $PROVINCENAME$ è stata oggetto di disputa per lungo tempo, ma tutto sommato non ci dorebbero essere dubbi sulla sua annessione, considerati i legami religiosi tra noi e la popolazione locale. Tenendo presente il modo in cui viene governata questa nazione dimenticata da Dio, sorgono seri dubbi che questa possa organizzare una difesa seria se, dal canto nostro, dovessimo decidere di insistere sulla questione.;$PROVINCENAME$ határain rövid ideje harcok zajlanak, ráadásul a helyi lakosság vallása nem egyezik az államvallásunkkal. Jobb, ha odafigyelünk rájuk, mert az az átkozott ellenség könnyedén nagy és hatékony védelemre tehet szert, ha nem lépünk semmit…;Hranièní oblast $PROVINCENAME$ byla spornou oblastí delší dobu, nicménì nelze nijak zpochybòovat to, e je nám blízká a její obyvatele s našimi pojí náboenská pouta. Vzhledem k tomu, e vìtšina obyvatel této bohem zapomenuté zemì je v tuto chvíli na útìku, pravdìpodobnì nedokáí zorganizovat ádnou vánou obranu (budeme-li vyvíjet tlak i nadále).;;;;;;x
EVTOPTA6032;Çàùèòèòü íàøó âåğó;Protégeons notre Foi;Unser Glaube muss geschützt werden;Chroñ nasz¹ wiarê;Protejamos nuestra fe;Proteggi la nostra Fede;Megvédjük a becsületünket;Chránit naši víru;;;;;;x
EVTOPTB6032;Óëàäèòü ñïîğ;Réglons le problème pacifiquement;Legen wir die Angelegenheit friedlich bei;Rozwi¹¿ kwestiê pokojowo;Zanjemos la cuestión pacíficamente;Risolvi la questione pacificamente;Békés eszközökkel oldjuk meg a problémát;Urovnat konflikt mírumilovnì;;;;;;x
EVTNAME6033;Ñïîğ î ãğàíèöàõ;Dispute frontalière;Grenzdisput;Spór o granicê;Disputa fronteriza;Disputa sui confini;Határharcok;Spor o hranice;;;;;;x
EVTDESC6033;Òåğğèòîğèÿ, ãğàíè÷àùàÿ ñ ïğîâèíöèåé $PROVINCENAME$, ñ÷èòàëàñü ñïîğíîé â òå÷åíèå äëèòåëüíîãî âğåìåíè. Îäíàêî íå âûçûâàåò ñîìíåíèÿ òåñíàÿ êóëüòóğíàÿ ñâÿçü ìåæäó íàìè è ìåñòíûì íàñåëåíèåì. Ïğèíèìàÿ âî âíèìàíèå òî, êàê îñóùåñòâëÿåòñÿ óïğàâëåíèå â îñòàëüíîé ÷àñòè ıòîé çàáûòîé Áîãîì ñòğàíû, ìàëîâåğîÿòíî, ÷òî îíè ñìîãóò îğãàíèçîâàòü ñåğüåçíîå ñîïğîòèâëåíèå, åñëè ìû ğåøèì îêàçàòü íà íèõ äàâëåíèå.;La zone en bordure de $PROVINCENAME$ a été disputée depuis un bon moment mais il ne devrait pas y avoir de doute sur l'adhésion de la population locale à notre culture. En gardant à l'esprit la façon dont le reste de ce pays oublié de Dieu est gouverné en ce moment, il est très improbable qu'ils pourront organiser même un semblant de défense si nous décidons d'intervenir.;Der Landstrich an der Grenze zu $PROVINCENAME$ ist schon eine ganze Weile lang umstrittenes Gebiet, aber im Lichte der religiösen Bindungen zwischen uns und der dortigen Bevölkerung sollte kein Zweifel um seine Zugehörigkeit bestehen. Danach zu urteilen, wie der Rest des gottverlassenen Landes momentan regiert wird, ist es höchst unwahrscheinlich, dass sie im Falle weiterer Schritte unsererseits ernsthaften Widerstand leisten können.;Teren graniczny prowincji $PROVINCENAME$ ju¿ od jakiegoœ czasu by³ przedmiotem sporów, ale bior¹c pod uwagê zwi¹zki kulturowe pomiêdzy nami i miejscow¹ ludnoœci¹, nie powinno byæ ¿adnych w¹tpliwoœci odnoœnie przynale¿noœci tego terenu. Widz¹c, w jaki sposób dzia³a reszta tego zapomnianego przez Boga kraju, raczej nie uda siê nam zorganizowaæ silnej obrony, jeœli w dalszym ci¹gu bêdziemy podnosiæ tê kwestiê.;El área limítrofe con $PROVINCENAME$ ha sido una frontera disputada desde hace bastante tiempo, pero no tendría que haber ninguna duda sobre su adhesión, habida cuenta de los lazos culturales que nos unen con la población del lugar. Teniendo en cuenta la manera en que se lleva el resto de ese país, abandonado de la mano de Dios, es bastante improbable que puedan organizar ninguna defensa seria si deseamos presionarles más.;L'area circostante $PROVINCENAME$ è stata oggetto di disputa per lungo tempo, ma tutto sommato non ci dorebbero essere dubbi sulla sua annessione, considerati i legami culturali tra noi e la popolazione locale. Tenendo presente il modo in cui viene governata questa nazione dimenticata da Dio, sorgono seri dubbi che questa possa organizzare una difesa seria se, dal canto nostro, dovessimo decidere di insistere sulla questione.;$PROVINCENAME$ határain rövid ideje harcok zajlanak, ráadásul a helyi lakosság vallása nem egyezik az államvallásunkkal. Jobb, ha odafigyelünk rájuk, mert az az átkozott ellenség könnyedén nagy és hatékony védelemre tehet szert, ha nem lépünk semmit…;Hranièní oblast $PROVINCENAME$ byla spornou oblastí delší dobu, nicménì nelze nijak zpochybòovat to, e je nám blízká a její obyvatele s našimi pojí kulturní pouta. Vzhledem k tomu, e vìtšina obyvatel této bohem zapomenuté zemì je v tuto chvíli na útìku, pravdìpodobnì nedokáí zorganizovat ádnou vánou obranu (budeme-li vyvíjet tlak i nadále).;;;;;;x
EVTOPTA6033;Ğàçäóòü ñïîğ;Poussons l'affaire;Die Sache mit Nachdruck verfolgen;Podejmij dzia³ania;Presionar al respecto;Insisti sulla questione;A probléma meg lesz oldva…;Vyvíjet další nátlak;;;;;;x
EVTOPTB6033;Óëàäèòü ñïîğ;Réglons le problème pacifiquement;Legen wir die Angelegenheit friedlich bei;Rozwi¹¿ kwestiê pokojowo;Zanjemos la cuestión pacíficamente;Risolvi la questione pacificamente;Békés eszközökkel oldjuk meg a problémát;Urovnat konflikt mírumilovnì;;;;;;x
CORE_IS_REVOLTER;İòà äåğæàâà ìîæåò áûòü ñîçäàíà èç äàííîé ïğîâèíöèè, èëè æå ìîæåò îáúÿâèòü ñâîş íåçàâèñèìîñòü, åñëè âîññòàíèå â íåé íå áóäåò âîâğåìÿ ïîäàâëåíî.;Ce pays peut être créé de cette province ou peut se libérer par révolte.;Dieses Land kann in dieser Provinz geschaffen werden oder sich durch eine Revolte befreien.;To pañstwo mo¿e zostaæ stworzone z tej prowincji lub pojawiæ siê na mapie, kiedy rebelia oka¿e siê bardzo silna.;Este país puede ser creado desde esta provincia, o liberarse como un nuevo país si una rebelión crece con fuerza. ;This country may be created from this province, or appear as a new country if a revolt grows strong enough.;;Z této provincie mùe vzniknout tato zemì – nebo nová zemì, jestlie revolta dostateènì zesílí.;;;;;;x
MINIMUM_REVOLT_RISK;Ìèíèìàëüíûé ğèñê âîññòàíèÿ;Risque de révolte minimal;Minimales Revoltenrisiko;Minimalne ryzyko buntu;Riesgo mínimo de rebelión;Riesgo mínimo de rebelión;Minimális kockázat a lázadásra ;Minimální riziko revolty;;;;;;x
AMBIENT;Çâóêîâîå ñîïğîâîæäåíèå;Ambiance;Ambiente;Otoczenie;Ambiente;Ambiente;Környezet;Okolní prostøedí;;;;;;x
WCRD_ATT;İòî âîéíà, êîòîğàÿ áûëà èìè íà÷àòà.;C'est une guerre d'agression qu'ils ont provoqué.;Dies ist ein Angriffskrieg.;To wojna, któr¹ oni zaczêli. ;Esta es una guerra que han empezado ellos.;Esta es una guerra que han empezado ellos.;Ezt a háborút õk kezdték. ;Tuto válku zaèali oni.;;;;;;x
WCRD_DEF;İòî îáîğîíèòåëüíàÿ âîéíà, â êîòîğîé îò íàñ òğåáóåòñÿ ïîìî÷ü ñâîåìó ñîşçíèêó. ;C'est une guerre défensive où nous devons aider notre allié.;Dies ist ein Verteidigungskrieg.;To wojna obronna, w której musimy wspomóc naszego sojusznika. ;Esta es una guerra defensiva en la que debemos ayudar a nuestro aliado.;Esta es una guerra defensiva en la que debemos ayudar a nuestro aliado.;Ez egy védekezõ háború, amiben segítenünk kell a szövetségeseinket. ;Toto je obranná válka a my potøebujeme pomoc našeho spojence.;;;;;;x
LESSER_CANT_PEACE;Âàññàë èëè ìëàäøèé ïàğòíåğ â ëè÷íîé óíèè íå ìîãóò çàêëş÷èòü ìèğíîå ñîãëàøåíèå, åñëè èõ ñşçåğåí èëè ñòàğøèé ïàğòíåğ âñå åùå âîâëå÷åíû â ıòó âîéíó.;Un vassal ou le partenaire mineur d'une union personnelle ne peuvent pas signer de traité de paix si leur suzerain ou partenaire majeur est toujours en guerre.;Ein Vasall oder minderer Teilstaat einer Personalunion kann keinen Separatfrieden schließen.;Wasal lub podrzêdny partner w unii nie mo¿e podpisaæ traktatu pokojowego, jeœli senior wci¹¿ uczestniczy w tej wojnie.;Un vasallo o la parte débil de una unión no pueden formar un tratado de paz si el señor o parte fuerte siguen en guerra.;;Egy vazallusállam, vagy egy unió kisebbik tagja nem írhat alá békeszerzõdést, ha a partnere még háborúzik. ;Vazal nebo níe postavenı partner v personální unii nemùe podepsat mírovou dohodu, jestlie vıše postavenı partner stále vede válku.;;;;;;x
desc_merchants_despised;Íàøè âğàãè ñìîãëè ïîäîğâàòü ıôôåêòèâíîñòü íàøåé òîğãîâëè, ñïğîâîöèğîâàâ íåêîòîğûå ñïîğû è ğàçğûâ ÷àñòè íàøèõ ñîãëàøåíèé.;Nos ennemis sont parvenus à désorganiser notre efficacité commerciale en provoquant un certain nombre de querelles et de désaccords.;Es ist unseren Feinden gelungen uns in Streitgkeiten und Konkurrenzkämpfe zu verwickeln, was unsere Kandelseffizienz verringert.;Wrogom uda³o siê zak³óciæ nasz¹ skutecznoœæ handlu inspiruj¹c liczne spory i nieporozumienia.;El enemigo ha conseguido desbaratar nuestro rendimiento comercial al instigar un gran número de disputas y desacuerdos.;;Ellenségeink megpróbálják csökkenteni a kereskedelmi hatékonyságunkat mondvacsinált híresztelésekkel és vitákkal.;Naši nepøátelé narušili náš obchod a sníili jeho efektivitu – podnítili øadu sporù a roztrek.;;;;;;x
desc_spies_infiltrated;Â íàøå øïèîíñêîå âåäîìñòâî ïğîíèê âğàæåñêèé àãåíò, ïîıòîìó íàøó ğàçâåäêó áîëüøå íåëüçÿ ñ÷èòàòü íàäåæíîé.;Nos réseaux d'espionnage ont été infiltrés et leurs rapports ne sont donc plus fiables.;Unser Spionagenetzwerk wurde infiltriert was unsere Erfolgschancen bei Geheimaktionen verringert.;Nasz wywiad zosta³ zinfiltrowany w wyniku czego nie mo¿na na nim d³u¿ej polegaæ.;Se han infiltrado en nuestro servicio de espionaje y, como resultado de ello, este ya no es fiable.;;Kémeink közé beszívárogtak, mostantól nem megbízhatóak a híreink.;Naše rozvìdka byla infiltrována a ji na ni není spoleh.;;;;;;x
desc_troop_desertions;Íàøè âğàãè ñìîãëè âíåäğèòü ñâîèõ àãåíòîâ â íàøó àğìèş.;Nos ennemis sont parvenus à infiltrer nos forces;Es ist usneren Feinden gelungen unsere Truppen zu infiltrieren.;Wrogom uda³o siê przenikn¹æ do naszych si³ zbrojnych.;El enemigo ha conseguido infiltrarse entre nuestras fuerzas.;;Ellenségeink beszivárogtak a seregünkbe.;Naši nepøátelé infiltrovali naše síly.;;;;;;x
desc_foreign_support_for_rebels;Ïîâñòàíöû, äàâíî óæå äîñàæäàşùèå íàì, íåîæèäàííî ïîëó÷èëè ïîääåğæêó èç-çà ğóáåæà.;Les rebelles qui tourmentent notre nation ont reçu un soutien inattendu;Die Rebellen in unserem Lande haben unerwartete Hilfe bekommen.;Buntownicy, którzy drêcz¹ nasze pañstwo otrzymali nieoczekiwane wsparcie.;Los rebeldes que están afligiendo a nuestra nación han recibido un apoyo inesperado.;;A lázadók, akik megpróbálják megdönteni uralmunkat, váratlan támogatást kaptak.;Rebelové, kteøí trápí náš národ, dostali neoèekávanou podporu.;;;;;;x
YEARLY_ARMY_TRADITION_DECAY;Åæåãîäíûé ñïàä âîåííûõ òğàäèöèé;Dégradation annuelle de la tradition militaire;Verlust an Armeetradition p.a.;Roczna utrata tradycji wojskowej;Pérdida anual de tradición del ejército;;Évi tradíciócsökk. - hadsereg;Roèní úbytek vojenské tradice;;;;;;x
YEARLY_NAVY_TRADITION_DECAY;Åæåãîäíûé ñïàä ìîğñêèõ òğàäèöèé;Dégradation annuelle de la tradition navale;Verlust an Flottentradition p.a.;Roczna utrata tradycji morskiej;Pérdida anual de tradición de la armada;;Évi tradíciócskk. - flotta;Roèní úbytek námoøní tradice;;;;;;x
