NOMADSFLIPTOUS_LOG;Провинция $PROVINCE$, принадлежавшая державе $OWNER$, перешла в наше владение.;$OWNER$ verliert $PROVINCE$ an uns.;$PROVINCE$ est а nous au grand dam de $OWNER$.;Le arrebatamos $PROVINCE$ a $OWNER$.;;;;;;;;;;x;;
NOMADSFLIPTOUS_BTN1;Ха! Слабаки!;Ha! Schwдchlinge ...;Hah ! Les faibles...;ЎJa! Debiluchos...;;;;;;;;;;x;;
NOMADSFLIPTOUS_BTN2;Ха! Слабаки!;Ha! Schwдchlinge ...;Hah ! Les faibles...;ЎJa! Debiluchos...;;;;;;;;;;x;;
NOMADSFLIPTOUS_BTN3;Перейти;Gehe zu;Afficher;Ir a;;;;;;;;;;x;;
NOMADSFLIPTOUS_MAP;*;*;*;*;*;*;*;*;*;*;*;*;*;x;;
EVTNAME850;Слава династии;Ruhm fьr $DYNASTY$;Gloire а $DYNASTY$;Gloria para $DYNASTY$;;;;;;;;;;x;;
EVTDESC850;Как выяснилось, основателем нашей правящей династии является никто иной, как сам Юлий Цезарь! Об этом говорят древние документы, обнаруженные нашими учеными. Нам следует воспользоваться этим новым знанием.;Gelehrte haben uralte Dokumente entdeckt, die den Stammbaum unserer noblen Dynastie bis zu Julius Cдsar selbst zurьckverfolgen lassen. Dies muss zu unserem Vorteil ausgenutzt werden.;Les йrudits ont dйcouvert d’anciens documents attestant du fait que l’hйritage de notre noble dynastie remonte а Jules Cйsar. Il nous faut en profiter.;Los eruditos han descubierto documentos antiguos segъn los cuales nuestra noble dinastнa se remonta al mismнsimo Julio Cйsar. Debemos aprovecharnos de esto.;;;;;;;;;;x;;
EVTOPTA850;Усилить позиции внутри страны;Stдrkt damit den Thron;Utiliser cette dйcouverte pour asseoir notre position sur le trфne;Ъsalo para afianzar el trono;;;;;;;;;;x;;
EVTOPTB850;Опубликовать документы заграницей;Macht diese Erkenntnisse im Ausland publik.;Diffuser la nouvelle а l’йtranger;Hazlo pъblico en el extranjero.;;;;;;;;;;x;;
EVTNAME851;Потрясение династии;$DYNASTY$ ist erschьttert.;Rude йpreuve pour $DYNASTY$;$DYNASTY$ se tambalea.;;;;;;;;;;x;;
EVTDESC851;О бабушке нашего великого монарха ходят ужасные слухи. Говорят, что она была не благородной дамой, а дочкой простого крестьянина из глубинки. Какой ужас!;Es scheint ein Missverstдndnis bezьglich des Erbes der UrgroЯmutter von $MONARCH$ gegeben zu haben. Anscheinend war sie die Tochter eines einfachen Bauern aus dem Umland von $CAPITAL_CITY$.;Il semble y avoir un malentendu sur l’hйritage de l’arriиre-grand-mиre de $MONARCH$. Elle serait la fille d’un humble fermier des environs de $CAPITAL_CITY$.;Parece que ha habido un malentendido respecto a la genealogнa de la bisabuela de $MONARCH$. Parece que era hija de un humilde granjero de las afueras de $CAPITAL_CITY$.;;;;;;;;;;x;;
EVTOPTA851;Яростно все отрицать;Inbrьnstig abstreiten.;Le nier avec ferveur.;Niйgalo rotundamente.;;;;;;;;;;x;;
EVTOPTB851;Признать этот факт;Tatsache eingestehen.;Reconnaоtre ce fait.;Acepta el hecho.;;;;;;;;;;x;;
EVTNAME852;Отличное управление;Brillante Regierung.;Excellent gouvernement.;Gobierno brillante.;;;;;;;;;;x;;
EVTDESC852;В последний год дела в нашей светлейшей республике шли просто великолепно, правительство работало хорошо как никогда. Пришла пора извлечь из этого выгоду.;Letztes Jahr ist unsere hцchst ausgeglichene Republik extrem effizient regiert worden. Jetzt gibt es eine Gelegenheit, uns dies zunutze zu machen ...;Notre tranquille rйpublique a йtй remarquablement gouvernйe au cours de l’annйe passйe. Nous avons maintenant la possibilitй d’en rйcolter les fruits.;Nuestra serenнsima repъblica ha sido gobernada de forma muy eficaz el aсo pasado. Ahora hay una posibilidad de aprovecharnos de eso...;;;;;;;;;;x;;
EVTOPTA852;Деньги - это всегда хорошо...;Geld ist nie schlecht ...;L’argent est important, certes.;El dinero siempre es bueno...;;;;;;;;;;x;;
EVTOPTB852;Но престиж - гораздо лучше...;Aber Prestige ist besser ...;Mais le prestige l’est encore plus.;Pero el prestigio es mejor...;;;;;;;;;;x;;
EVTNAME853;Прекрасная экономическая политика;GroЯartige Wirtschaftspolitik;Remarquable politique йconomique;Excelente polнtica econуmica;;;;;;;;;;x;;
EVTDESC853;Административный гений нашего правителя позволил нам за прошедший год существенно снизить уровень инфляции в стране.;Dank der herausragenden administrativen Fьhrung von $MONARCH$ konnten wir letztes Jahr die angesammelte Inflation unseres Landes dramatisch reduzieren.;Les remarquables qualitйs administratives de $MONARCH$ nous ont permis de rйduire considйrablement l’inflation de notre pays au cours de l’annйe passйe.;Con el magnнfico liderazgo administrativo de $MONARCH$, hemos reducido drбsticamente la inflaciуn acumulada de nuestro paнs este ъltimo aсo.;;;;;;;;;;x;;
EVTOPTA853;Отличные новости!;Gute Neuigkeiten!;Bonne nouvelle !;ЎBuenas noticias!;;;;;;;;;;x;;
EVTNAME854;Золотой век культуры!;Eine goldene Дra fьr die Kultur!;Un вge d’or pour la culture !;ЎUna era dorada para la cultura!;;;;;;;;;;x;;
EVTDESC854;Наша страна наслаждается миром, а потому прекрасные музыканты, талантливые художники и одаренные поэты с радостью дарят свои творения народу. Неудивительно, что в эту эпоху культурного просвещения настроение населения повышается с каждым днем.;Angesichts des Friedens in unserem Land erfreuen sich die meisterhaften Musiker, Kьnstler und Dichter der Mцglichkeiten, ihre Herrschaften zu unterhalten. Diese Дra der kulturellen Aufklдrung verbessert definitiv die Stimmung in $COUNTRY$.;La paix rйgnant sur notre paix, les grands musiciens, artistes et poиtes n’ont de cesse de donner le meilleur d’eux-mкmes. Cet essor culturel influe de maniиre positive sur l’humeur de $COUNTRY$.;Con nuestro paнs en paz, los grandes mъsicos, artistas y poetas se alegran de las posibilidades de mejorar su arte. Esta era de iluminaciуn cultural estб mejorando sin duda el estado de бnimo de $COUNTRY$.;;;;;;;;;;x;;
EVTOPTA854;Прекрасно!;Das ist groЯartig!;А la bonne heure !;ЎEs magnнfico!;;;;;;;;;;x;;
EVTNAME855;Музы молчат;Krieger lesen keine Bьcher;Les guerriers ne lisent pas;Los guerreros no leen libros;;;;;;;;;;x;;
EVTDESC855;Из-за затянувшейся войны каждый одаренный и полезный член общества был вынужден встать под ружье: для легкомысленных занятий музыкой и стихосложением не осталось места. Даже самый талантливый поэт на поле боя ничем не лучше обычного крестьянина.;Da der Krieg jedem tьchtigen und produktiven Angehцrigen dieser Nation das ДuЯerste abverlangt, bleibt viel weniger Zeit fьr das frivole Tun der Musiker und Dichter. AuЯerdem ist selbst der beste Poet kein besserer Soldat als ein gewцhnlicher Bauer.;La guerre йtant au cњur des prйoccupations de nos concitoyens, ceux-ci n’ont plus le temps d’apprйcier les њuvres des musiciens et des poиtes. Et le plus brillant des poиtes n’est pas meilleur soldat que le plus humble des paysans.;Con todas las personas capaces y productivas del paнs dedicadas a la guerra, queda mucho menos tiempo para las frivolidades de mъsicos y poetas. Y ni siquiera el mejor poeta es mejor soldado que un humilde granjero.;;;;;;;;;;x;;
EVTOPTA855;Все возьму, сказал булат;Das Schwert ist stдrker als das Buch.;Les йpйes sont plus puissantes que les livres.;La espada es mбs fuerte que el libro.;;;;;;;;;;x;;
EVTNAME857;Талантливая дипломатия!;Kompetente Diplomatie!;Diplomatie compйtente !;ЎDiplomacia competente!;;;;;;;;;;x;;
EVTDESC857;Наш государь провел немало времени, общаясь с правителями других стран. Благодаря $RULER_ADJ$ блестящему таланту и упорной работе наше бесчестье уменьшилось!;Aufgrund angestrengter Kommunikation mit dem $RULER_ADJ$ Hochadel hat sich die harte Arbeit von $MONARCHTITLE$ $MONARCH$ ausgezahlt. Unsere Infamie hat sich dank der $RULER_ADJ$ Redekunst verringert.;Les efforts dйployйs pour communiquer avec les pairs $RULER_ADJ$ ont fini par payer pour $MONARCHTITLE$ $MONARCH$. Les qualitйs diplomatiques de $RULER_ADJ$ ont rйduit le dйshonneur qui pesait sur nous.;Con algo de trabajo duro en la comunicaciуn con los pares de $RULER_ADJ$, el esfuerzo de $MONARCHTITLE$ $MONARCH$ ha dado sus frutos. Nuestro oprobio ha disminuido gracias a la convincente lengua de $RULER_ADJ$.;;;;;;;;;;x;;
EVTOPTA857;Нам всегда доверяли...;$MONARCH$ kann immer vertraut werden ...;$MONARCH$ a toujours йtй digne de confiance...;Siempre se puede confiar en $MONARCH$...;;;;;;;;;;x;;
EVTNAME858;Неумелая дипломатия!;Inkompetente Diplomatie!;Diplomatie incompйtente !;ЎDiplomacia incompetente!;;;;;;;;;;x;;
EVTDESC858;Просто немыслимо, насколько же неумело наш государь решает дипломатические вопросы! Мы не знаем, как это у него получилось, но он смог увеличить наше бесчестье одним лишь письмом с извинениями в адрес посла.;Es ist fast unvorstellbar, wie inkompetent $MONARCH$ sich in diplomatischen Belangen anstellt. Wir verstehen nicht, wie $RULER_S_PRONOUN$ es geschafft hat, aber $RULER_S_PRONOUN$ verschlimmerte unsere Infamie mit einem einzigen Entschuldigungsbrief an einen Botschafter.;L’incompйtence de $MONARCH$ en matiиre de diplomatie est inconcevable. Nous ne savons pas comment $RULER_S_PRONOUN$ s’y est pris, mais il a rйussi а renforcer le dйshonneur qui pиse sur nous par une simple lettre d’apologie а un ambassadeur.;ЎEs casi increнble lo incompetente que es $MONARCH$ en lo que se refiere a diplomacia! No sabemos cуmo lo hizo $RULER_S_PRONOUN$, pero $RULER_S_PRONOUN$ se las arreglу para empeorar aъn mбs nuestro oprobio con una sola carta de disculpa a un embajador.;;;;;;;;;;x;;
EVTOPTA858;Как такое возможно?;Wie ist das mцglich?;Comment est-ce possible ?;їCуmo puede ser?;;;;;;;;;;x;;
EVTNAME859;Измученное войной население;Kriegsmьde Bevцlkerung;Population lassйe par la guerre;Poblaciуn harta de la guerra;;;;;;;;;;x;;
EVTDESC859;Наши крестьяне измучены войной. Более того, даже наши солдаты устали от нее. А без их усердия война может закончиться не столь успешно, как нам бы того хотелось...;Unsere Bauern und Soldaten sind des Krieges mьde. Dies kцnnte sich nachteilig auf den Kriegsausgang auswirken.;Nos paysans en ont assez de la guerre, de mкme que nos soldats, ce qui pourrait bien se rйpercuter sur notre capacitй а mener а bien cette guerre.;Nuestros soldados y campesinos estбn cansados de la guerra. Esto puede afectarnos en lo relativo a terminar esta guerra de un modo positivo.;;;;;;;;;;x;;
EVTOPTA859;Какое нам дело до крестьян?;Die Bauern sollen ignoriert werden;Ignorer les paysans;Los campesinos serбn ignorados;;;;;;;;;;x;;
EVTOPTB859;Солдаты - те же крестьяне, только в мундире;Soldaten sind nur Bauern in Uniform;Les soldats ne sont que des paysans en uniforme;Los soldados solo son campesinos con uniforme;;;;;;;;;;x;;
EVTNAME860;Не все еще пропало;Es gibt noch Hoffnung;Rien n’est perdu;Aъn hay esperanza;;;;;;;;;;x;;
EVTDESC860;И хотя наша страна уже по горло сыта войной, мы не сдаемся. В душе каждого мужчины, от простого крестьянина до самого монарха, живет уверенность: мы справимся, мы выдержим, мы победим.;Zwar ist $COUNTRY$ des Krieges mьde, aber noch ist nicht aller Tage Abend. Vom einfachsten Bauern bis zu $MONARCH$ glьht in jedem noch ein Funke der Hoffnung. Wir werden diesen Krieg ьberstehen, und wir werden ihn gewinnen.;Alors que $COUNTRY$ en a assez de la guerre, l’espoir et l’optimisme sont toujours prйsents parmi les plus humbles paysans de $MONARCH$. Nous allons gagner cette guerre.;Aunque $COUNTRY$ estб harto de la guerra, aъn quedan esperanza y un бnimo positivo en el corazуn de cada humilde campesino hacia $MONARCH$. Atravesaremos esta guerra y la ganaremos.;;;;;;;;;;x;;
EVTOPTA860;Последний бой, он трудный самый;Und noch einmal in die Lьcke hinein;Resserrer les rangs;De nuevo en la brecha;;;;;;;;;;x;;
EVTOPTB860;Мои братья по оружию...;Meine Waffenbrьder ...;Mes frиres...;Mi grupo de hermanos...;;;;;;;;;;x;;
EVTNAME861;Встреча с темными личностями;Besuch zwielichtiger Gestalten;Visite suspecte;Visita de gente sospechosa;;;;;;;;;;x;;
EVTDESC861;Несколько довольно подозрительных личностей появились при дворе, предлагая услуги нашему государю. По их словам, они могут делать то, что любой порядочный правитель никогда бы не позволил бы себе даже в мыслях.;An unserem Hof sind ein paar etwas zwielichtig aussehende Personen aufgetaucht, um unserem $MONARCHTITLE$ ihre Dienste anzubieten. Sie behaupten, ьber Mцglichkeiten zu verfьgen, deren sich kein anstдndiger Herrscher jemals bedienen wьrde.;Des individus plutфt suspects se sont prйsentйs а la cour pour proposer leurs services а notre $MONARCHTITLE$. Ils disent avoir la possibilitй de faire des choses qu’un souverain digne de ce nom ne daignerait faire.;Ha venido gente de aspecto ligeramente sospechoso a nuestra corte, ofreciendo sus servicios a nuestro $MONARCHTITLE$. Afirman poder hacer cosas que ningъn gobernante decente se dignarнa a hacer jamбs.;;;;;;;;;;x;;
EVTOPTA861;Это интересное предложение...;Das ist ein Angebot ...;Voilа une proposition...;Es una oferta...;;;;;;;;;;x;;
EVTOPTB861;...но мы можем и отказаться;... das wir gut ablehnen kцnnen!;… que nous pouvons refuser;... realmente podemos rechazarla;;;;;;;;;;x;;
EVTNAME862;Новый Свет манит!;Die Neue Welt lockt!;Le Nouveau Monde nous tend les bras !;ЎEl Nuevo Mundo nos llama!;;;;;;;;;;x;;
EVTDESC862;Слухи о возможностях, связанных с открытыми на западе новыми землями, привлекают к себе все больше людей. Многие хотят испытать судьбу и попробовать найти лучшую долю за океаном. Вопрос в том, кого нам отправить на следующем корабле?;Gerьchte ьber die Existenz der Neuen Welt im Westen ziehen ziemlich viele Leute an, die dort ein besseres Leben suchen mцchten. Doch wer soll mit dem nдchsten Schiff fahren?;А l’ouest, les nombreuses possibilitйs qu’offre le Nouveau Monde attirent des tas de gens en quкte d’un avenir meilleur. Mais qui embarquer sur le prochain navire ?;Las noticias acerca de las posibilidades del Nuevo Mundo del oeste atraen a mucha gente que desea tener un mejor futuro allн. La cuestiуn es a quiйn enviar en el prуximo barco.;;;;;;;;;;x;;
EVTOPTA862;Немного крестьян не помешает;Bauern kцnnen wir immer gebrauchen.;On a toujours besoin de paysans.;Siempre podemos usar algunos campesinos.;;;;;;;;;;x;;
EVTOPTB862;Благородный дворянин полезней!;Ein Adliger wдre von Nutzen!;Un noble peut кtre utile !;ЎUn noble puede ser ъtil!;;;;;;;;;;x;;
EVTNAME863;Сокращение помощи торговцам;Hдndler ьberbelastet;Les marchands dйbordйs;Los mercaderes se distribuyen bien;;;;;;;;;;x;;
EVTDESC863;Наши купцы ведут дела в торговых центрах по всему миру. К сожалению, мы не можем поддерживать их всех должным образом. Кое-кому из богатых негоциантов придется поумерить аппетиты.;Unsere Hдndler sind in Handelszentren auf der ganzen Welt aktiv. Da wir ihnen anscheinend nicht genьgend Unterstьtzung geben kцnnen, mьssen ein paar reiche, ausbeuterische Kapitalisten einfach etwas in ihrer Macht reduziert werden.;Nos marchands sont prйsents dans tous les centres de commerce du monde. Visiblement, il nous faut les soutenir comme il se doit et leur prкter main-forte.;Tenemos mercaderes comerciando en centros comerciales de todo el mundo. Parece que nos cuesta apoyarlos adecuadamente, asн que algunos ricos capitalistas explotadores deben ser empequeсecidos.;;;;;;;;;;x;;
EVTOPTA863;Азия нам не нужна;Asien ist nicht so wichtig.;L’Asie est secondaire.;Asia no es tan importante.;;;;;;;;;;x;;
EVTOPTB863;Забудем про Европу;Wir kцnnen Europa ignorieren.;Nous pouvons ignorer l’Europe.;Podemos ignorar a Europa.;;;;;;;;;;x;;
EVTNAME864;Улучшение отношений;Beziehungen verbessert;Relations renforcйes;Relaciones mejoradas;;;;;;;;;;x;;
EVTDESC864;Мы сумели найти общий язык с одним из наших соседей, в конце концов, мы исповедуем одну и ту же веру. В результате наши отношения улучшились. Это может стать началом хорошей дружбы.;Wir sind mit einem unserer Nachbarn auf einen gemeinsamen Nenner gekommen, da wir denselben Glauben haben. Unsere Beziehungen haben sich verbessert, und das kann fьr die Zukunft nur Gutes verheiЯen.;Nous avons trouvй un terrain d’entente avec l’un de nos voisins sur le fait que nous partageons la mкme foi. Nos relations se sont amйliorйes, ce qui augure du meilleur pour l’avenir.;Hemos hallado afinidades con uno de nuestros vecinos en el sentido de que compartimos el mismo credo. Nuestras relaciones han mejorado, y eso solo puede ser bueno para el futuro.;;;;;;;;;;x;;
EVTOPTA864;Слава богу!;Fьr $COUNTRY_RELIGION$;Pour $COUNTRY_RELIGION$;Para $COUNTRY_RELIGION$;;;;;;;;;;x;;
EVTNAME865;Влиятельный проповедник;Einflussreicher Prediger;Prйdicateur influent;Predicador influyente;;;;;;;;;;x;;
EVTDESC865;Недавно один молодой и набожный священник рассказал всему миру о том, как сильно мы любим святой престол и сколь верны мы Папе Римскому. Это нам только на пользу.;Ein frommer junger Prediger hat kьrzlich unser Festhalten an den Lehren des Heiligen Vaters in Rom ьber alle MaЯe gelobt. Dies kann fьr unsere Zukunft nur Gutes bedeuten.;Rйcemment, un jeune prйdicateur a fait l’йloge de notre grande adhйsion aux enseignements du Saint Pиre de Rome, ce qui augure du meilleur pour l’avenir.;Un joven y devoto predicador nos ha hablado recientemente acerca de lo magnнfica que es nuestra observancia de las enseсanzas del Santo Padre de Roma. Eso solo puede ser bueno para nuestro futuro.;;;;;;;;;;x;;
EVTOPTA865;Отправить его в Рим;Schickt ihn nach Rom;L’envoyer а Rome;Envнale a Roma;;;;;;;;;;x;;
EVTOPTB865;Возвести его в сан епископа;Er wird einen guten Bischof abgeben;Il fera un bon йvкque;Serб un gran obispo;;;;;;;;;;x;;
EVTNAME866;Новшества в армейском деле;Verbesserung der Heerestechnologie;Amйliorations dans le domaine de la technologie militaire;Mejoras en tecnologнa terrestre;;;;;;;;;;x;;
EVTDESC866;Один из наших мастеров создал новое оружие, и сейчас генералы серьезно обсуждают вопрос его внедрения в войсках. По их мнению, оно может оказаться крайне полезным, но требуются время и деньги на его доработку.;Unsere Generдle diskutieren ьber die Wirkung einiger neuer Waffen aus der Herstellung eines hiesigen Waffenschmieds. Sie glauben, dass sie in unseren Armeen effizient eingesetzt werden kцnnen, wenn noch mehr Waffenschmiede daran arbeiteten.;Nos gйnйraux dйbattent de l’impact de nouvelles armes fabriquйes par un armurier local. Selon eux, moyennant leur plus grand nombre, ces armes pourraient кtre utilisйes efficacement au sein de nos armйes.;Nuestros generales discuten sobre el efecto de algunas armas nuevas que ha creado un armero local. Creen que pueden usarse eficazmente en nuestro ejйrcito, si ponemos a algunos de ellos a trabajar en eso.;;;;;;;;;;x;;
EVTOPTA866;Не жалеть средств;Geld spielt keine Rolle ...;Dйpenser sans compter...;No escatimes gastos...;;;;;;;;;;x;;
EVTOPTB866;Потратить деньги с умом;Vorsicht walten lassen;Faire preuve de prudence;Ten cuidado;;;;;;;;;;x;;
EVTNAME867;Не стоит сорить деньгами;Verbesserung der Marinetechnologie;Amйliorations dans le domaine de la technologie navale;Mejoras en tecnologнa naval;;;;;;;;;;x;;
EVTDESC867;Один из наших рыбаков разработал новый улучшенный тип судна. Многие адмиралы уверены, что этот корабль станет настоящим прорывом в морском деле. Но нам требуются деньги и время, чтобы построить модель такого судна и тщательного его изучить.;Man behauptet, dass ortsansдssige Fischer Verbesserungen im Schiffsbau entdeckt haben. Wьrden wir ihre Schiffe sorgfдltig studieren und einen Nachbau versuchen, wьrde unsere Marinetechnologie nach Ansicht unserer Admirдle zukьnftig stark davon profitieren.;Visiblement, les pкcheurs locaux disposeraient d’excellents navires. En йtudiant minutieusement ces navires et en essayant de les copier, nos meilleurs amiraux estiment que notre technologie navale n’en serait que renforcйe.;Se dice que los pescadores locales han mejorado el diseсo de barcos. Si estudiamos cuidadosamente sus barcos e intentamos copiarlos, nuestros mejores almirantes creen que nuestra tecnologнa naval se beneficiarб mucho en el futuro.;;;;;;;;;;x;;
EVTOPTA867;Не жалеть средств;Geld spielt keine Rolle ...;Dйpenser sans compter...;No escatimes gastos...;;;;;;;;;;x;;
EVTOPTB867;Не стоит сорить деньгами;Vorsicht walten lassen;Faire preuve de prudence;Ten cuidado;;;;;;;;;;x;;
EVTOPTA868;Не жалеть средств;Geld spielt keine Rolle ...;Dйpenser sans compter...;No escatimes gastos...;;;;;;;;;;x;;
EVTOPTB868;Не стоит сорить деньгами;Vorsicht walten lassen;Faire preuve de prudence;Ten cuidado;;;;;;;;;;x;;
EVTNAME869;Новшества в управлении;Verbesserung der Regierungstechnologie;Amйliorations dans le domaine de la technologie de gouvernement;Mejoras en tecnologнa gubernamental;;;;;;;;;;x;;
EVTDESC869;Группа молодых чиновников из местной администрации заявляет, что нашла способ более эффективной работы с документами. Безусловно, эти юнцы не имеют ни малейшего представления, о чем говорят. Но если вложить в их идеи немного денег, плохо ведь никому не будет, не так ли?;Einige hiesige Verwaltungsangestellte haben, eigenen Aussagen zufolge, eine effizientere Methode zur Dokumentenverwaltung entdeckt. Sie wissen offensichtlich nicht, wovon sie reden, aber wдre es denn von Schaden, sie ihre neuen Ideen einmal ausprobieren zu lassen?;Quelques employйs locaux de l’administration ont dйcouvert un moyen plus efficace de traiter les documents. De toute йvidence, ils ne savent pas de quoi ils parlent, mais ne pourrions-nous pas les laisser expйrimenter leurs nouvelles idйes ?;Algunos empleados locales de la administraciуn han descubierto lo que afirman ser un modo mбs eficaz de gestionar documentos. Obviamente no saben de lo que hablan, pero їquй hay de malo en dejar que prueben sus nuevas ideas?;;;;;;;;;;x;;
EVTOPTA869;Не жалеть средств;Geld spielt keine Rolle ...;Dйpenser sans compter...;No escatimes gastos...;;;;;;;;;;x;;
EVTOPTB869;Не стоит сорить деньгами;Vorsicht walten lassen;Faire preuve de prudence;Ten cuidado;;;;;;;;;;x;;
EVTNAME870;Новшества в производстве;Verbesserung der Produktionstechnologie;Amйliorations dans le domaine de la technologie de production;Mejoras en tecnologнa productiva;;;;;;;;;;x;;
EVTDESC870;По словам местного шерифа, крестьяне и шахтеры в его провинции работают в последнее время гораздо эффективнее, чем раньше. Мы должны тщательно расследовать этот случай - вдруг из их опыта сможет извлечь пользу вся страна?;Berichten zufolge gibt es Bauern und Bergarbeiter, die produktiver sind, als es von den Verwaltern vor Ort erwartet wird. Wir sollten untersuchen, ob dem etwas zugrunde liegt, von dem ganz $COUNTRY$ profitieren kann.;Certains fermiers et mineurs seraient bien plus productifs que les baillis locaux ne l’espйraient. Nous devrions voir s’il ne s’agit pas lа de quelque chose dont $COUNTRY$ pourrait pleinement tirer parti.;Se informa de granjeros y mineros mбs productivos de lo que los alguaciles locales esperaban. Deberнamos investigar si hay algo de lo que toda $COUNTRY$ pueda beneficiarse.;;;;;;;;;;x;;
EVTOPTA870;Не жалеть средств;Geld spielt keine Rolle ...;Dйpenser sans compter...;No escatimes gastos...;;;;;;;;;;x;;
EVTOPTB870;Не стоит сорить деньгами;Vorsicht walten lassen;Faire preuve de prudence;Ten cuidado;;;;;;;;;;x;;
EVTNAME871;Продажа титулов;Titelverkauf;Vente de titres;Venta de tнtulos;;;;;;;;;;x;;
EVTDESC871;Государь, в казне пусто, и один из советников предлагает продавать дворянские титулы всем, кто сможет за них заплатить. Этот шаг поправит наше финансовое положение, но обесценит саму идею благородного сословия. К тому же многие аристократические роды будут крайне возмущены. Что нам следует делать?;Mein Fьrst, uns geht das Geld aus! Einer Eurer Berater hat deshalb vorgeschlagen, Adelstitel an all jene zu verkaufen, die das Geld dafьr aufbringen kцnnen. Sollten wir uns dazu entschlieЯen, wьrden wir damit viel Geld verdienen, allerdings gleichzeitig das Adelskonzept entwerten, was die alteingesessenen Adelsfamilien vielleicht in Aufruhr versetzen wьrde. Sollen wir uns dazu entschlieЯen?;Mon seigneur, nous sommes а court d’argent et un de vos conseillers a suggйrй la vente de titres de noblesse aux plus fortunйs. Ce faisant, nous gagnerions beaucoup d’argent, mais l’idйe de la noblesse s’en trouverait dйvaluйe, ce qui pourrait chagriner les familles d’aristocrates existantes. Devons-nous franchir le pas ?;Mi seсor, tenemos poco dinero y uno de tus consejeros sugiere la venta de tнtulos nobiliarios a quien pueda pagarlos. Aportarнa mucho dinero si lo hacemos, pero degradarнa el concepto de nobleza y quizб enojarнa a las familias aristocrбticas actuales. їDeberнamos hacerlo?;;;;;;;;;;x;;
EVTOPTA871;Золото - вот признак аристократии!;Gold ist das Zeichen des Adels!;Argent et noblesse font bon mйnage !;ЎEl oro es seсal de nobleza!;;;;;;;;;;x;;
EVTOPTB871;Благородство нельзя купить!;Adel kann nicht gekauft werden!;La noblesse ne s’achиte pas !;ЎLa nobleza no puede comprarse!;;;;;;;;;;x;;
EVTNAME872;Путешествующий менестрель;Ein reisender Spielmann;Troubadour itinйrant;Un poeta itinerante;;;;;;;;;;x;;
EVTDESC872;Недавно наши границы пересек прославленный менестрель. Он собирается странствовать по стране, принося радость всем людям. Однако кое-кто утверждает, что его прекрасную музыку достойны слышать только вы.;Ein berьhmter Spielmann hat kьrzlich die Grenzen unserer Nation ьberquert. Er mцchte durch unser Land reisen und seinen Zuhцrern Freude bringen. Manche aber sagen, dass nur Eure Ohren wьrdig sind, solch wundervolle Musik zu hцren.;Un cйlиbre troubadour a rйcemment franchi nos frontiиres. Il envisage de parcourir notre pays pour divertir ceux qui viendront а sa rencontre, mais certains estiment que vous seul pouvez йcouter sa prodigieuse musique.;Un famoso trovador ha cruzado recientemente la frontera de nuestra naciуn. Su intenciуn es recorrer todo nuestro paнs aportando alegrнa a todo el que le escuche, pero algunos dicen que solo tus oнdos son adecuados para una mъsica tan maravillosa.;;;;;;;;;;x;;
EVTOPTA872;Пусть идет, куда хочет;Gestattet ihm, nach Herzenslust zu reisen;L’autoriser а aller oщ bon lui semble;Permнtele ir adonde su corazуn le lleve;;;;;;;;;;x;;
EVTOPTB872;Приведите его ко двору;Bringt ihn an den Hof;Le faire venir а la cour;Trбele a la corte;;;;;;;;;;x;;
EVTNAME873;Обильный урожай;Eine reiche Ernte;Rйcolte abondante;Cosecha abundante;;;;;;;;;;x;;
EVTDESC873;Урожай этого года просто великолепен! Давно уже наша земля не делала нам столь щедрых подарков. В народе уверены: это боги благоволят нашему правлению.;Die diesjдhrige Ernte ist besonders ertragreich gewesen! Nur selten haben die Дcker in der Geschichte unserer Nation solch reichhaltige Frьchte getragen. Die Bevцlkerung interpretiert dies bereits als Zeichen, dass wir die Gunst des Himmels genieЯen.;Cette annйe, la rйcolte a йtй exceptionnelle ! Rarement notre nation a connu une telle abondance. La population considиre dйjа cela comme un cadeau du ciel.;ЎLa cosecha de este aсo ha sido excepcional! Raramente en la historia de nuestra naciуn ha producido tanto la tierra. La gente ya interpreta esto como una seсal de que disfrutamos del favor divino.;;;;;;;;;;x;;
EVTOPTA873;Бог благословил нас!;Wir sind gesegnet!;Nous sommes bйnis !;ЎEstamos bendecidos!;;;;;;;;;;x;;
EVTNAME874;Споры между дворянством и духовенством;Spannungen zwischen Adel und Klerus;Tensions entre la noblesse et le clergй;Tensiones entre la nobleza y el clero;;;;;;;;;;x;;
